Question,A,B,C,D,Answer,Grade
Câu văn nào sau đây không nói lên vẻ đẹp của người mẹ được nhìn qua con mắt sung sướng và hạnh phúc đến cực điểm của bé Hồng trong văn bản Trong lòng mẹ?,Hơi quần áo mẹ tôi và những hơi thở ở khuôn miệng xinh xắn nhai trầu phả ra lúc đo thơm tho lạ thường,Nhưng đời nào tình thương yêu và lòng kính mến mẹ tôi lại bị những rắp tâm tanh bẩn xâm phạm đến,Hay tại sự sung sướng bỗng được trông nhìn và ôm ấp cái hình hài máu mủ của mình mà mẹ tôi lại tươi đẹp như thuở còn sung túc,"Gương mặt mẹ tôi vẫn tươi sáng với đôi mắt trong và nước da mịn, làm nổi bật màu hồng của hai gò má",B,Ngữ văn 8
Nhà văn Nguyên Hồng sáng tác ở thời kì nào?,Sau Cách mạng tháng Tám,Trước Cách mạng tháng Tám,Sáng tác ở cả hai thời kì trước và sau Cách mạng tháng Tám,Sáng tác trong thời gian từ năm 1918 – 1982,C,Ngữ văn 8
Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?,Hoạt động của con người,Thái độ của con người,Cảm xúc của con người,Suy nghĩ của con người,C,Ngữ văn 8
Các từ in đậm trong câu sau thuộc trường từ vựng nào?,Suy nghĩ của con người,Cảm xúc của con người,Thái độ của con người,Hành động của con người,B,Ngữ văn 8
Thế nào là trường từ vựng?,Là tập hợp tất cả các từ có chung cách phát âm.,Là tập hợp tất cả các từ có ít nhất một nét chung về nghĩa.,"Là tập hợp tất cả các từ cùng từ loại (danh từ, động từ,...)","Là tập hợp tất cả các từ có chung nguồn gốc (thuần Việt, Hán Việt,...)",B,Ngữ văn 8
"Những từ: “trao đổi, buôn bán, sản xuất” được sắp xếp vào trường từ vựng nào?",Hoạt động xã hội.,Hoạt động văn hóa.,Hoạt động chính trị.,Hoạt động kinh tế.,D,Ngữ văn 8
Phát biểu nào sau đây là sai về trường từ vựng?,Một trường từ vựng có thể bao gồm nhiều trường từ vựng nhỏ hơn.,Một trường từ vựng có thể bao gồm những từ khác biệt nhau về từ loại,Một từ có thể thuộc nhiều trường từ vựng khác nhau,Mỗi từ chỉ có thể thuộc một trường từ vựng.,D,Ngữ văn 8
"Các từ: “tàn nhẫn, độc ác, lạnh lùng” thuộc trường từ vựng nào dưới đây?",Chỉ tâm hồn con người,Chỉ tâm trạng con người,Chỉ bản chất của con người,Chỉ đạo đức của con người,B,Ngữ văn 8
Từ ngữ nào dưới đây không mang nghĩa “thuốc chữa bệnh”?,Thuốc kháng sinh.,Thuốc ho.,Thuốc tẩy giun.,Thuốc lào.,D,Ngữ văn 8
Các từ in đậm trong bài thơ sau đây thuộc trường từ vựng nào?,Động vật thuộc loài ếch nhái.,Động vật ăn cỏ.,Côn trùng.,Động vật ăn thịt.,A,Ngữ văn 8
Các từ in đậm trong câu văn sau thuộc trường từ vựng nào?,Hoạt động của miệng,Hoạt động của lưỡi,Hoạt động của răng,"Cả A, B, C đều sai",C,Ngữ văn 8
"Trong các phương án sau, phương án nào sắp xếp các từ đúng với trường từ vựng văn học?","Tác giả, tác phẩm, văn bản, tiết tấu, xung đột kịch, giọng điệu, hư cấu, nhân vật trữ tình","Tác giả, tác phẩm, nhân vật, cốt truyện, tứ thơ, người kể chuyện, nhân vật trữ tình, câu văn, câu thơ...","Tác giả, tác phẩm, bút vẽ, cốt truyện, tứ thơ, người kể chuyện, nhân vật trữ tình, câu văn, câu thơ...","Tác giả, tác phẩm, biên đạo múa, nhân vật, cốt truyện, hư cấu, câu văn, câu thơ, văn bản....",A,Ngữ văn 8
Từ nào dưới đây không cùng trường từ vựng với các từ còn lại?,Sợ,Túm,Vật,Lẳng,D,Ngữ văn 8
"Những từ trao đổi, buôn bán, sản xuất được xếp vào trường từ vựng nào?",Hoạt động kinh tế,Hoạt động chính trị,Hoạt động văn hóa,Hoạt động xã hội,A,Ngữ văn 8
Các từ gạch chân trong câu sau thuộc trường từ vựng nào?,Suy nghĩ của con người,Cảm xúc của con người,Thái độ của con người,Hành động của con người,B,Ngữ văn 8
Việc đặt tên và sắp xếp các từ ngữ vào các trường từ vựng sau là đúng hay sai?,Đúng,Sai,Các trường từ vựng không rõ,Không có thông tin về các trường từ vựng,B,Ngữ văn 8
Nội dung của phần Thân bài là gì?,Giới thiệu đối tượng của văn bản,"Khẳng định giá trị, vị trí, tầm quan trọng của đối tượng","Làm rõ đối tượng, trình bày cụ thể đặc điểm, tính chất, điều đặc biệt của đối tượng mà phần Mở bài đã nêu ra","Cả A, B, C đều đúng",C,Ngữ văn 8
"Phần Thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?",Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề.,"Nội dung được trình bày tùy thuộc kiểu văn bản, chủ đề, ý đồ giao tiếp của người viết.",Trình bày thành một đoạn văn duy nhất.,A và B đúng.,D,Ngữ văn 8
Văn bản trên có thể chia làm mấy phần?,A. 3 phần,B. 2 phần,C. Cả A và B hợp lý,"D. Cả A, B, C đều sai",A,Ngữ văn 8
Mục đích của việc sắp xếp bố cục của văn bản là?,Thể hiện chủ đề của văn bản,Thể hiện điểm khác biệt của tác giả,Thể hiện việc văn bản có sự sắp xếp đúng quy ước,"Cả A, B, C đều đúng",D,Ngữ văn 8
Dòng nào dưới đây nêu đúng nhất về khái niệm bố cục của văn bản?,Là sự sắp xếp phần mở bài theo cách trực tiếp hoặc gián tiếp,"Là sự sắp xếp các phần, các đoạn của văn bản theo một trình tự hợp lí để thể hiện chủ đề",Là sự sắp xếp hình thức trong văn bản theo quy ước,Là sự sắp xếp mở bài và kết bài sao cho hợp lí,B,Ngữ văn 8
Nội dung phần Thân bài của một văn bản thường được sắp xếp theo những trình tự nào?,Trình tự thời gian và không gian,Trình tự phát triển của sự việc,Trình tự của mạch suy luận,"Cả A, B, C",D,Ngữ văn 8
Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?,Thời gian,Không gian,Sự phát triển của sự việc,"Cả A, B, C đều đúng",D,Ngữ văn 8
Phần Mở bài có vai trò như thế nào trong một văn bản?,Giới thiệu các nội dung của văn bản,"Nêu diễn biến của sự việc, nhân vật","Giới thiệu sự vật, sự việc, nhân vật.","Nêu kết quả của sự việc, câu chuyện",A,Ngữ văn 8
Phần Mở bài và Kết bài thường có cấu tạo như thế nào?,Không cần tách thành những đoạn riêng biệt,Hai đoạn văn,Một đoạn văn,Nhiều đoạn văn,B,Ngữ văn 8
Các ý trong đoạn trích “Trong lòng mẹ” được sắp xếp theo trình tự nào?,Thời gian,Thời gian,Sự phát triển của sự việc,"Cả A, B, C đều đúng",D,Ngữ văn 8
Đọc đoạn văn sau và nhận xét về bố cục của đoạn văn?,"Bố cục rõ ràng, mạch lạc","Không phân định được được mở, thân , kết của đoạn văn",Chưa có bố cục rõ ràng,Các ý lộn xộn,B,Ngữ văn 8
Phần Mở bài có vai trò như thế nào trong một văn bản?,Giới thiệu các nội dung của văn bản,"Nêu diễn biến của sự việc, nhân vật","Giới thiệu sự vật, sự việc, nhân vật.","Nêu kết quả của sự việc, câu chuyện",A,Ngữ văn 8
Nội dung phần thân bài của một văn bản thường được sắp xếp theo những trình tự nào?,Trình tự thời gian và không gian,Trình tự phát triển của sự việc,Trình tự của mạch suy luận,"Cả A, B, C",D,Ngữ văn 8
"Phần thân bài nên trình bày như thế nào để rõ ràng, mạch lạc?",Trình bày bằng nhiều đoạn văn nhỏ giải quyết các khía cạnh của chủ đề,"Nội dung được trình bày tùy thuộc kiểu văn bản, chủ đề , ý đồ giao tiếp của người viết",Trình bày thành một đoạn văn duy nhất,A và B đúng,D,Ngữ văn 8
"Câu trả lời của chị Dậu khi nghe anh Dậu khuyên can: “Thà ngồi tù. Để cho chúng nó làm tình làm tội mãi thế, tôi không chịu được” nói lên thái độ gì của chị?",Thái độ bất cần,Thái độ không chịu khuất phục,Thái độ kiêu căng,Thái độ bực tức,B,Ngữ văn 8
Ý nào sau đây không nói lên nguyên nhân tạo nên sức mạnh phản kháng của chị Dậu trong đoạn trích?,Lòng căm hờn bọn tay sai vô độ.,Tình thương chồng con vô bờ bến.,Muốn ra oai với bọn người nhà lí trưởng.,Ý thức được sự cùng đường của mình,C,Ngữ văn 8
Nhận xét nào sau đây không đúng với đoạn trích Tức nước vỡ bờ?,Mang giá trị châm biếm sâu sắc,Là đoạn trích có kịch tính rất cao,Thể hiện tài năng xây dựng nhân vật của Ngô Tất Tố,Có giá trị nhân đạo và hiện thực lớn,C,Ngữ văn 8
Nhận định nào sau đây đúng nhất về tư tưởng mà nhà văn muốn truyền tải qua đoạn trích?,"Nông dân là lớp người có sức mạnh lớn nhất, có thể chiến thắng tất cả.",Trong đời sống có một quy luật tất yếu: có áp bức là có đấu tranh.,Nông dân là những người bị áp bức nhiều nhất trong xã hội cũ.,Bọn tay sai trong xã hội cũ là những kẻ tàn bạo và bất nhân nhất.,C,Ngữ văn 8
Vì sao chị Dậu được gọi là điển hình về người nông dân Việt Nam trước Cách mạng tháng Tám?,Do chị Dậu là người nông dân khổ nhất.,"Vì chị là người phụ nữ mạnh mẽ nhất, dám phản kháng lại thế lực cường quyền",Vì chị là người phụ nữ chịu nhiều khổ cực nhưng vẫn giữ được những phẩm chất vô cùng cao đẹp.,Vì chị luôn nhịn nhục trước sự áp bức của bọn thực dân phong kiến.,C,Ngữ văn 8
Tên thật của nhà văn Ngô Tất Tố là gì?,Ngô Tất Tố,Ngô Văn Tố,Ngô Công Tố,Ngô Lộc Hà,B,Ngữ văn 8
Khuynh hướng sáng tác văn học chủ yếu của Ngô Tất Tố là gì?,"Dân chủ, tiến bộ",Chuyên viết về nông thôn,Chuyên viết về những cuộc kháng chiến cam go,"Cả A, B, C đều đúng",D,Ngữ văn 8
Điền vào chỗ trống từ thích hợp để được một định nghĩa hoàn chỉnh về một thể loại văn học: “ |...| là một tác phẩm tự sự cỡ lớn có khả năng phản ánh hiện thực đời sống ở mọi giới hạn không gian và thời gian”,Truyện ngắn,Tiểu thuyết,Thơ trữ tình,Hồi kí,B,Ngữ văn 8
Nhận định nào sau đây nói đúng nhất nội dung chính của đoạn trích Tức nước vỡ bờ?,A. Vạch trần bộ mặt tàn ác của xã hội thực dân phong kiến đương thời.,B. Chỉ ra nỗi cực khổ của người nông dân bị áp bức.,C. Cho thấy vẻ đẹp tâm hồn của người phụ nữ nông dân: vừa giàu lòng yêu thương vừa có sức sống tiềm tàng mạnh mẽ.,D. Tất cả các đáp án trên đều đúng.,D,Ngữ văn 8
Nhà văn Ngô Tất Tố từng làm những công việc gì?,"Khảo cứu triết học, văn học cổ",Làm báo,Viết văn,"Cả A, B, C đều đúng",D,Ngữ văn 8
Ý nào sau đây nói đúng nhất tính cách của tên cai lệ được thể hiện trong những câu văn trên?,"Hung hăng, sẵn sàng gây tội ác mà không hề chùn tay.","Có tính cách hung bạo, dã thú.","Có những lời lẽ, cử chỉ đểu cáng và phũ phàng đến rợn người.",Tất cả các đáp án trên đều đúng.,D,Ngữ văn 8
"Đọan trích Tức nước vỡ bờ được trích từ chương thứ bao nhiêu của tác phẩm ""Tắt đèn""?",Chương VIII,Chương VII,Chương XVIII,Chương XVII,B,Ngữ văn 8
Dòng nào nhận xét đúng về diễn biến thái độ của chị Dậu với tên cai lệ trong đoạn trích Tức nước vỡ bờ?,Từ thiết tha van xin đến cãi lí và tiếp tục van xin.,Từ nhẫn nhục đến phản ứng quyết liệt bằng vũ lực rồi bằng lí lẽ.,"Từ nhẫn nhục đến phản kháng bằng lời, chống trả bằng hành động quyết liệt.",Từ nhẫn nhục đến phản kháng quyết liệt bằng lí lẽ.,D,Ngữ văn 8
Câu văn nào sau đây thể hiện thái độ bắt đầu có sự phản kháng của chị Dậu đối với tên cai lệ?,Chị Dậu vẫn thiết tha.,"Hình như tức quá không thể chịu được, chị Dậu liều mạng cự lại.",Chị Dậu run run.,Chị Dậu nghiến hai hàm răng.,B,Ngữ văn 8
Nhận xét nào sau đây không đúng với đoạn trích Tức nước vỡ bờ?,Mang giá trị châm biếm sâu sắc,Là đoạn trích có kịch tính rất cao,Thể hiện tài năng xây dựng nhân vật của Ngô Tất Tố,Có giá trị nhân đạo và hiện thực lớn,B,Ngữ văn 8
Quan hệ ý nghĩa giữa các vế trong câu văn trên là:,quan hệ lựa chọn,quan hệ tương phản,quan hệ nối tiếp,quan hệ nguyên nhân,B,Ngữ văn 8
Nhận định nào sau đây nói đúng nhất nội dung chính của đoạn trích Tức nước vỡ bờ?,A. Vạch trần bộ mặt tàn ác của xã hội thực dân phong kiến đương thời.,B. Chỉ ra nỗi cực khổ của người nông dân bị áp bức.,C. Cho thấy vẻ đẹp tâm hồn của người phụ nữ nông dân: vừa giàu lòng yêu thương vừa có sức sống tiềm tàng mạnh mẽ.,"D. Cả (1), (2), (3) đều đúng.",D,Ngữ văn 8
"Trong đoạn trích Tức nước vỡ bờ, tác giả chủ yếu miêu tả các nhân vật bằng cách nào?",Giới thiệu về nhân vật và các phẩm chất tính cách của nhân vật.,Không dùng cách nào trong ba cách trên.,Để cho nhân vật này nói về nhân vật kia.,"Để cho nhân vật tự bộc lộ qua hành vi, giọng nói, điệu bộ.",D,Ngữ văn 8
"Nếu viết: “Trong tác phẩm Tắt đèn thông qua hình tượng nhân vật chị Dậu, tác giả đã ca ngợi phẩm chất tốt đẹp của người nông dân.” câu văn sai vì sao?",Đặt dấu chấm câu khi câu chưa kết thúc.,Thiếu dấu thích hợp để tách bộ phận của câu khi cần thiết.,Thiếu dấu ngắt câu khi câu đã kết thúc.,Đặt dấu phảy ngắt câu không phù hợp.,C,Ngữ văn 8
