Question,First_half,Label
"Trên đồ thị, điểm cân bằng chung là giao điểm của đường IS và đường LM,  [MASKED]
A: Ảnh hưởng nhiều hơn nếu áp dụng riêng rẽ 
B: Không ảnh hưởng
C: Ảnh hưởng nhiều hơn nếu nó được kết hợp với chính sách mở rộng tiền tệ 
D: Không có câu nào đúng
","Trên đồ thị, điểm cân bằng chung là giao điểm của đường IS và đường LM, ","biết rằng đầu tư hoàn toàn không co giãn theo lãi suất, chính sách tài khóa sẽ:"
"Trong trạng thái dừng, đầu tư bằng khấu hao.  [MASKED]
A: Sản lượng trừ khấu hao 
B: Sản lượng trừ tiết kiệm
C: Tiết kiệm cộng khấu hao 
D: nan
","Trong trạng thái dừng, đầu tư bằng khấu hao. ","Vậy, tiêu dùng ở trạng thái dừng sẽ bằng:"
"Hạng mục nào dưới đây  [MASKED]
A: Lương giáo viên phổ thông 
B: Chi tiêu trợ cấp xã hội
C: Công việc nội trợ được chi trả trong nước 
D: nan
",Hạng mục nào dưới đây ,không nằm trong cách tính GNP
"Định nghĩa nào dưới đây miêu  [MASKED]
A: Chênh lệch hàng năm giữa chi tiêu Chính phủ với mức thuế thu được 
B: Số lượng tiền VNĐ nợ IMF
C: Phần tích lũy thâm hụt cán cân thanh toán thực tế của Việt Nam 
D: nan
",Định nghĩa nào dưới đây miêu ,tả chính xác nhất nợ quốc gia?
"Trong một nền kinh tế mở có sự can thiệp của Chính  [MASKED]
A: Tiết kiệm bằng đầu tư 
B: Thuế bằng chi tiêu chính phủ
C: Tiết kiệm + thuế + nhập khẩu = Đầu tư + Chi tiêu chính phủ + xuất khẩu 
D: Không có lựa chọn nào đúng
",Trong một nền kinh tế mở có sự can thiệp của Chính ,"phủ, điều kiện nào sau đây sẽ đảm bảo toàn dụng nhân công?"
"Điểm nào dưới đây sẽ được xem là tài sản  [MASKED]
A: Tiền gửi Ngân hàng ở tài khoản vãng lai 
B: Tín phiếu thương mại do ngân hàng giữ làm tài sản dự trữ
C: Số tiền rút quá mức tài khoản cá nhân cho phép 
D: Tiền cho vay ứng trước của ngân hàng thương mại này bằng USD
",Điểm nào dưới đây sẽ được xem là tài sản ,cho một khách hàng của một ngân hàng thương mại?
"Khi chính phủ giảm thuế đánh  [MASKED]
A: Đường tổng cầu dịch chuyển sang phải 
B: Đường tổng cầu dịch chuyển sang trái
C: Đường tổng cung dịch chuyển sang phải 
D: nan
",Khi chính phủ giảm thuế đánh ,vào các đầu vào nhập khẩu:
"Sự kiện nào sau đây sẽ làm dịch chuyển đường tổng cung  [MASKED]
A: Sự thay đổi khối lượng tư bản 
B: Sự thay đổi công nghệ
C: Sự thay đổi tiền lương danh nghĩa 
D: nan
",Sự kiện nào sau đây sẽ làm dịch chuyển đường tổng cung ,"ngắn hạn, nhưng không làm dịch chuyển đường tổng cung dài hạn:"
"Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức  [MASKED]
A: 300 triệu USD 
B: 500 triệu USD
C: 650 triệu USD 
D: 480 triệu USD
",Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức ,"đến 10% thu nhập quốc dân. Tỷ lệ thuế trực thu là 30%. Tại mức thu nhập nào, Chính phủ cân đối được ngân sách:"
"Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức  [MASKED]
A: <300 
B: <500
C: <650 
D: <480
",Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức ,"đến 10% thu nhập quốc dân. Tỷ lệ thuế trực thu là 30%. Trong khung thu nhập nào, Chính phủ bị thâm hụt ngân sách:"
"Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức  [MASKED]
A: >300 
B: >500
C: >650 
D: >480
",Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức ,"đến 10% thu nhập quốc dân. Tỷ lệ thuế trực thu là 30%. Trong khung thu nhập nào, Chính phủ có thặng dư ngân sách:"
"Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức đến 10% thu nhập quốc  [MASKED]
A: Thặng dư 30 
B: Thâm hụt 20
C: Thâm hụt 60 
D: Thặng dư 50
",Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức đến 10% thu nhập quốc ,"dân. Tỷ lệ thuế trực thu là 30%. Thâm hụt hay thặng dư của Chính phủ là bao nhiêu, nếu thu nhập tại điểm cân bằng là 400 triệu USD"
"Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức đến 10% thu nhập  [MASKED]
A: 150 
B: 180
C: 250 
D: 100
",Chính phủ trong một nền kinh tế chi tiêu cho hàng hóa và dịch vụ là 100 triệu USD và trợ cấp ở mức đến 10% thu nhập ,"quốc dân. Tỷ lệ thuế trực thu là 30%. Nếu thu nhập tại điểm toàn dụng nhân công là 750, ngân sách tại điểm đó bằng bao nhiêu?"
"Theo mô hình Solow, một quốc gia dành tỷ lệ  [MASKED]
A: Có khối lượng tư bản ở trạng thái vàng thấp hơn và thu nhập cao hơn 
B: Dự báo tỷ lệ khấu hao là yếu tố then chốt quyết định một nước giàu hay nghèo
C: Có khối lượng tư bản ở trạng thái dừng lớn hơn và thu nhập cao hơn 
D: nan
","Theo mô hình Solow, một quốc gia dành tỷ lệ ","thu nhập cao cho tiết kiệm và đầu tư, nó sẽ:"
"Việt Nam tăng thuế nhập khẩu vàng từ 0.5% lên  [MASKED]
A: Giá vàng trong nước tăng 
B: Giá USD giảm
C: Tổng cầu sẽ tăng do mọi người kỳ vọng giá vàng sẽ tăng nên chi tiêu cho việc mua vàng tích trữ nhiều hơn 
D: nan
",Việt Nam tăng thuế nhập khẩu vàng từ 0.5% lên ,1% và bỏ khung lãi suất trần VNĐ 12% khiến cho:
"Khi Y<YP, khi nào nền kinh tế quốc  [MASKED]
A: Khi giá cả và tiền lương cứng nhắc 
B: Khi giá cả và tiền lương linh hoạt
C: Trong dài hạn, nền kinh tế sẽ không tái thiết lập được cân đối bên trong 
D: Trong ngắn hạn, cân đối bên trong được tái thiết lập và tổng cầu (sản lượng) giảm
","Khi Y<YP, khi nào nền kinh tế quốc ",gia tái thiết lập được cân đối bên trong?
"Năm 1914, Công ty Henry Pho (thương hiệu về đồ may mặc) trả cho công nhân 5$/ngày, trong  [MASKED]
A: Chịu sự áp chế của luật tiền lương tối thiểu 
B: Công đoàn và thương lượng tập thể trong công ty đã quyết định mức lương
C: Công ty áp dụng lý thuyết tiền lương hiệu quả 
D: nan
","Năm 1914, Công ty Henry Pho (thương hiệu về đồ may mặc) trả cho công nhân 5$/ngày, trong ",khi mức lương phổ biến trên thị trường đương thời là 2 – 3$/ngày. Công ty này đã:
"Một lý do làm cho đường  [MASKED]
A: Mọi người tìm thấy những hàng hóa thay thế khi giá cả của một mặt hàng mà họ đang tiêu dùng tăng 
B: Dân cư trở nên khá giả hơn khi mức giá giảm và do đó sẵn sàng mua nhiều hàng hơn
C: Mức giá thấp hơn làm tăng sức mua của lượng tiền mà mọi người đang nắm giữ, do đó họ sẽ tăng tiêu dùng 
D: Khi mức giá tăng, mọi người sẽ chuyển từ tiêu dùng hàng ngoại sang tiêu dùng hàng sản xuất trong nước
",Một lý do làm cho đường ,tổng cầu có độ dốc âm là:
"Khi chính phủ tăng thuế đánh  [MASKED]
A: Đường tổng cầu dịch chuyển sang phải 
B: Đường tổng cầu dịch chuyển sang trái
C: Đường tổng cung dịch chuyển sang phải 
D: Đường tổng cung dịch chuyển sang trái
",Khi chính phủ tăng thuế đánh ,vào hàng tiêu dùng nhập khẩu
"Tất cả những điều sau thường dẫn tới  [MASKED]
A: Tăng nói chung trong giá cả hàng tiêu dùng 
B: Dự đoán giá hàng tiêu dùng tăng
C: Tăng mức thu nhập 
D: nan
",Tất cả những điều sau thường dẫn tới ,"tăng nhu cầu tiền trong giao dịch, trừ:"
"Nếu đầu tư gia tăng thêm một lượng 15 và xu hướng tiêu dùng  [MASKED]
A: Gia tăng thêm là 19 
B: Gia tăng thêm là 27
C: Gia tăng thêm là 75 
D: Không có câu nào đúng
",Nếu đầu tư gia tăng thêm một lượng 15 và xu hướng tiêu dùng ,"biên là 0,8, khuynh hướng đầu tư biên = 0. Mức sản lượng sẽ:"
"Điểm nào dưới đây không đẩy cán cân thanh toán  [MASKED]
A: Tăng số lượng người đi nghỉ từ Pháp, Trung Quốc sang Việt Nam 
B: Tăng cổ tức đầu tư của Việt Nam vào Lào
C: Tăng thu nhập từ xuất khẩu nhờ bán đồ cổ sang Mỹ 
D: nan
",Điểm nào dưới đây không đẩy cán cân thanh toán ,của Việt Nam đến thặng dư trong tài khoản giao dịch?
"Cán cân thanh toán của một  [MASKED]
A: Lãi suất trong nước thay đổi 
B: Sản lượng quốc gia thay đổi
C: Tỷ giá hối đoái thay đổi 
D: Các câu đều đúng
",Cán cân thanh toán của một ,quốc gia sẽ thay đổi khi:
"Tất cả những yếu tố dưới đây là  [MASKED]
A: Tiền lương cảnh sát 
B: Tiền trả tù nhân cho công việc họ làm trong tù
C: Trợ cấp ốm đau 
D: Lương của những người làm trong các tổ chức từ thiện
",Tất cả những yếu tố dưới đây là ,"bộ phận của thu nhập quốc dân, trừ:"
"Nếu GDP = 1000$, tiêu dùng = 600$, thuế  [MASKED]
A: Tiết kiệm = 200$, đầu tư = 200$ 
B: Tiết kiệm = 300$, đầu tư = 300$
C: Tiết kiệm = 100$, đầu tư = 200$ 
D: nan
","Nếu GDP = 1000$, tiêu dùng = 600$, thuế ","= 100$ và chi tiêu chính phủ = 200$, thì:"
"Nếu công chúng giảm tiêu dùng 100tỷ USD và chính phủ tăng chi tiêu 100  [MASKED]
A: Tiết kiệm tăng và nền kinh tế sẽ tăng trưởng nhanh hơn 
B: Tiết kiệm giảm và nền kinh tế sẽ tăng trưởng chậm hơn
C: Tiết kiệm không đổi 
D: Chưa có đủ thông tin để kết luận sẽ có ảnh hưởng gì đến tiết kiệm hay không
",Nếu công chúng giảm tiêu dùng 100tỷ USD và chính phủ tăng chi tiêu 100 ,"tỷ USD, các yếu tố khác không đổi, thì trường hợp nào sau đây đúng:"
"Trong dài hạn, lạm phát  [MASKED]
A: Các ngân hàng có sức mạnh thị trường và từ chối cho vay tiền 
B: Chính phủ tăng thuế quá cao đến mức làm tăng chi phí của việc tiến hành kinh doanh và do vậy, làm tăng giá cả
C: Chính phủ cho in quá nhiều tiền 
D: nan
","Trong dài hạn, lạm phát ",có nguyên nhân ở việc:
"Trong dài hạn, cầu tiền  [MASKED]
A: Mức giá 
B: Sự sẵn có của thẻ tín dụng
C: Sự sẵn có của các đại lý ngân hàng 
D: Lãi suất
","Trong dài hạn, cầu tiền ",phụ thuộc nhiều nhất vào:
"Lý thuyết số lượng tiền tệ kết luận  [MASKED]
A: Sự gia tăng tương ứng của tốc độ lưu thông 
B: Sự gia tăng tương ứng của giá cả
C: Sự gia tăng tương ứng của sản lượng thực tế 
D: nan
",Lý thuyết số lượng tiền tệ kết luận ,rằng sự gia tăng của cung tiền gây ra:
"Nếu cung tiền tăng 5%, và sản lượng  [MASKED]
A: 5% 
B: Nhỏ hơn 5%
C: Lớn hơn 5% 
D: Các lựa chọn đều sai
","Nếu cung tiền tăng 5%, và sản lượng ","thực tế tăng 2%, giá cả sẽ tăng:"
"Các nước sử dụng  [MASKED]
A: Chính phủ không hiểu được nguyên nhân và hậu quả của lạm phát 
B: Chính phủ có được một ngân sách cân bằng
C: Chi tiêu của chính phủ rất lớn và khoản thu thuế của chính phủ không tương xứng và họ gặp khó khăn trong việc đi vay 
D: nan
",Các nước sử dụng ,thuế lạm phát bởi vì:
"Giả sử lãi suất danh nghĩa là 7% trong khi đó cung tiền tăng với tốc độ 5%/năm. Nếu chính phủ tăng tốc  [MASKED]
A: 4% 
B: 9%
C: 11% 
D: nan
",Giả sử lãi suất danh nghĩa là 7% trong khi đó cung tiền tăng với tốc độ 5%/năm. Nếu chính phủ tăng tốc ,"độ tăng tiền từ 5% lên đến 9%, hiệu ứng Fisher cho thấy rằng trong dài hạn, lãi suất danh nghĩa sẽ là:"
"Nếu lạm phát trong thực tế lớn hơn  [MASKED]
A: Của cải được tái phân phối từ người đi vay sang người cho vay 
B: Của cải được tái phân phối từ người cho vay sang người đi vay
C: Không có sự tái phân phối nào xảy ra 
D: Lãi suất thực tế không bị ảnh hưởng
",Nếu lạm phát trong thực tế lớn hơn ,"so với mức mà mọi người kỳ vọng, thì:"
"Loại chi phí lạm phát nào sau đây không xảy ra  [MASKED]
A: Chi phí mòn giày 
B: Chi phí thực đơn
C: Các tác hại do lạm phát gây ra sự biến dạng về thuế 
D: nan
",Loại chi phí lạm phát nào sau đây không xảy ra ,khi lạm phát ổn định và có thể dự kiến được
"Giả sử rằng do lạm phát, người dân Brazil giữ tiền mặt một cách ít nhất và hàng  [MASKED]
A: Chi phí mòn giày 
B: Chi phí thực đơn
C: Các tác hại do lạm phát gây ra sự biến dạng về thuế 
D: nan
","Giả sử rằng do lạm phát, người dân Brazil giữ tiền mặt một cách ít nhất và hàng ",ngày họ tới ngân hàng để rút lượng tiền mặt theo nhu cầu. Đây là một ví dụ về:
"Nếu lãi suất thực tế là 4%, tỷ lệ lạm phát là 6%, và  [MASKED]
A: 1% 
B: 2%
C: 3% 
D: nan
","Nếu lãi suất thực tế là 4%, tỷ lệ lạm phát là 6%, và ","thuế suất là 20%, mức lãi suất thực tế sau thuế là bao nhiêu?"
