Question,First_half,Label
"Ý nào dưới đây không đúng khi nói về đặc điểm  [MASKED]
A: Có giá trị đóng góp hàng năm lớn 
B: Là ngành có truyền thống lâu đời
C: Có sự hợp tác chặt chẽ với nước ngoài 
D: Có cơ sở vật chất kĩ thuật hiện đại
",Ý nào dưới đây không đúng khi nói về đặc điểm ,của ngành công nghiệp khai thác dầu khí ở nước ta?
"Công nghiệp chế biến chè ở  [MASKED]
A: Đồng bằng sông Hồng và đồng bằng song Cửu Long 
B:  Bắc Trung Bộ và Duyên hải Nam Trung Bộ
C: Trung du và miền núi Bắc Bộ, Tây Nguyên 
D: Đông Nam Bộ và Đồng bằng sông Cửu Long
",Công nghiệp chế biến chè ở ,nước ta phân bố ở vùng
"Loại hình vận tải có vai trò không đáng kể  [MASKED]
A: Đường ô tô, đường sắt, đường sông, đường hàng không.  
B: Đường sắt, đường sông, đường hàng không. 
C:  Đường sông, đường hàng không, đường biển.  
D: Đường biển. 
",Loại hình vận tải có vai trò không đáng kể ,về vận chuyển hành khách của nước ta là :
"Sự kiện nào sau đây ít ảnh  [MASKED]
A: Cộng đồng kinh tế ASEAN ( AEC) được thành lập 
B: Hiệp định đối tác xuyên Thái Bình Dương ( TPP) được kí kết
C: Cuộc bầu cử tổng thống Hoa Kì năm 2016 
D: Việt Nam trở thành thành viên của tổ chức Thương mại thế giới (WTO)
",Sự kiện nào sau đây ít ảnh ,hưởng đến ngoại thương nước ta ?
"Hiện nay, thi trường buôn bán  [MASKED]
A: Theo hướng chú trọng đến các nước xã hội chủ nghĩa cũ 
B: Theo hướng đa phương hóa, đa dạng hóa
C: Nhưng chưa có quan hệ với các nước Tây Âu 
D: Nhưng chưa có quan hệ với các nước Mĩ La Tinh
","Hiện nay, thi trường buôn bán ",của nước ta được mở rộng
"Các khoáng sản có trữ lượng lớn của  [MASKED]
A: than đá, sắt, apatit, đá vôi.               
B:  than đá, sắt, dầu khí, crôm, apatit.
C: crôm, vàng, titan, bô xít, than nâu.                   
D: han bùn, dầu khí, thiếc, bô xít.
",Các khoáng sản có trữ lượng lớn của ,Trung du và miền núi Bắc Bộ là
"Điều kiện sinh thái nông nghiệp nổi bật ở  [MASKED]
A: khí hậu phân ra hai mùa mưa, khô rõ rệt. 
B: thường xảy ra bão, lụt, nạn cát bay, gió Lào.
C: nhiều vụng biển thuận lợi cho nuôi trồng thuỷ sản. 
D: khí hậu cận nhiệt, ôn đới trên núi, có mùa đông lạnh.
",Điều kiện sinh thái nông nghiệp nổi bật ở ,vùng Trung du và miền núi Bắc Bộ là
"Trên mỗi bán cầu  [MASKED]
A: 1 
B: 2
C: 3 
D: 4
",Trên mỗi bán cầu ,có mấy khối khí chính
"Khí quyển là lớp không khí bao quanh Trái  [MASKED]
A: Mặt Trời 
B: Mặt Đất
C: Mặt Trăng 
D: Hỏa tinh
",Khí quyển là lớp không khí bao quanh Trái ,"Đất, luôn chịu ảnh hưởng của vũ trụ,trước hết là"
"Việt Nam có dân số là 84 triệu người và diện  [MASKED]
A: 234 người/ km2 
B: 324 người/ km2
C: 312 người/m2 
D: 253 người/km2
",Việt Nam có dân số là 84 triệu người và diện ,tích khoảng 331. 900 km2 thì có mật độ dân số là
"Nhân tố nào sau đây ít  [MASKED]
A: Phong tục tập quán và tâm lí xã hội 
B: Thiên tai (động đất, núi lửa, lũ lụt…)
C: Chính sách phát triển dân số 
D: Trình độ phát triển kinh tế – xã hội
",Nhân tố nào sau đây ít ,tác động đến tỉ suất sinh
"Nguyên nhân quan trọng nhất dẫn đến tỉ suất  [MASKED]
A: Tiến bộ về y tế và khoa học, kĩ thuật 
B: Điều kiện sống, mức sống ,thu nhập được cải thiện
C: Sự phát triển kinh tế 
D: Hòa bình trên thế giới được đảm bảo
",Nguyên nhân quan trọng nhất dẫn đến tỉ suất ,tử thô trên thế giới có xu hướng giảm là
"Các cường quốc dân số trên  [MASKED]
A: Châu Phi 
B: Châu Âu
C: Châu Á 
D: Châu Mĩ
",Các cường quốc dân số trên ,tập trung chủ yếu ở châu lục
"Tháp dân số kiểu  [MASKED]
A: Phình to ở giữa, thu hẹp về hai phía đáy và đỉnh tháp 
B: Đáy tháp rộng, đỉnh tháp nhọn, các cạnh thoai thoải
C: Đáy tháp rộng, phình to ở giữa, đỉnh tháp nhọn 
D: Tháp có dạng hẹp ở phần đáy và mở rộng hơn ở phần đỉnh
",Tháp dân số kiểu ,mở rộng có đặc điểm
"Các bộ phận hợp thành cơ  [MASKED]
A: Cơ cấu ngành kinh tế, lãnh thổ kinh tế, thành phần kinh tế 
B: Cơ cấu nông-lâm-ngư, công nghiệp-xây dựng, dịch vụ
C: Cơ cấu ngành kinh tế, khu vực kinh tế trong nước, cơ cấu lãnh thổ 
D: Cơ cấu ngành kinh tế, khu vực kinh tế trong nước, toàn cầu và khu vực
",Các bộ phận hợp thành cơ ,cấu nền kinh tế bao gồm
"Cho dân số huyện Vạn Ninh là 12000 người, số trẻ em sinh ra trong năm là 120 người,  [MASKED]
A: 1,0% 
B: 1,0%0
C: 0,5%0 
D: 0,5%
","Cho dân số huyện Vạn Ninh là 12000 người, số trẻ em sinh ra trong năm là 120 người, ",số người chết là 60 người. Hãy cho biết tỉ suất gia tăng dân số tự nhiên là bao nhiêu
"Nhận định nào dưới  [MASKED]
A: Ở những khu vực địa hình dốc, nước mưa được giữ lại rất ít dưới dạng nước ngầm, phần lớn chảy tràn trên bề mặt ngay sau khi mưa 
B: Nguồn nước ngầm ở các đồng bằng thường phong phú hơn nhiều với nguồn nước ngầm ở miền núi
C: Ở vùng đá thấm nước và khu vực mưa nhiều lượng nước ngầm lớn 
D: Nơi có lớp phủ thực vật phong phú thì lượng nước ngầm sẽ kém phong phú do thực vật đã hút rất nhiều nước ngầm
",Nhận định nào dưới ,đây là chưa chính xác
"Đá mẹ cung cấp  [MASKED]
A: Vô cơ 
B: Mùn
C: Hữu cơ 
D: Ý a và c đúng
",Đá mẹ cung cấp ,cho đất các thành phần
"Tỉ suất tử thô là tương quan  [MASKED]
A: Số người thuộc nhóm dân số già ở cùng thời điểm 
B: Số trẻ em và người già trong xã hội ở cùng thời điểm
C: Những người có nguy cơ tử vong cao trong xã hội ở cùng thời điểm 
D: Dân số trung bình ở cùng thời điểm
",Tỉ suất tử thô là tương quan ,giữa số người chết trong năm so với
"Hiện tượng nào dưới đây không  [MASKED]
A: Sự phân bố các vành đai nhiệt trên Trái Đất 
B: Gío Tây ôn đới
C: Gió Mậu dịch 
D: Gió mùa
",Hiện tượng nào dưới đây không ,biểu hiện cho qui luật địa đới
"Chọn ý em cho là đúng nhất giải thích nguyên nhân của  [MASKED]
A: Sự dịch chuyển của các mảng kiến tạo 
B: Được hình thành ở những vùng bất ổn cảu Trái Đất
C: Sự tiếp xúc của các mảng kiến tạo 
D: Do sự dịch chuyển và tiếp xúc của các mảng kiến tạo
",Chọn ý em cho là đúng nhất giải thích nguyên nhân của ,"các hiện tượng động đất, núi lửa, sự tạo núi trẻ là do"
"Sự thay đổi khí áp  [MASKED]
A: Độ cao, nhiệt độ, độ ẩm của không khí 
B: Độ cao
C: Mật độ không khí thay đổi 
D: Sức ép của không khí khác nhau
",Sự thay đổi khí áp ,là do nguyên nhân thay đổi
"sự biến động dân số trên thế giới (tăng lên hay  [MASKED]
A: Sinh đẻ và tử vong 
B: Sinh đẻ và di cư
C: Di cư và tử vong 
D: Di cư và chiến tranh dich bệnh
",sự biến động dân số trên thế giới (tăng lên hay ,giảm đi) là do hai nhân tố chủ yếu quyết định
"Tỉ suất sinh thô là tương quan giưa số  [MASKED]
A: Số người trong độ tuổi sinh đẻ ở cùng thời điểm 
B: Dân số trung bình ở cùng thời điểm
C: Số phụ nữ trong độ tuổi từ 18 – 40 ở cùng thời điểm 
D: Số phụ nữ trong tổng dân số ở cùng thời điểm
",Tỉ suất sinh thô là tương quan giưa số ,trẻ em được sinh ra trong năm so với
"Chọn ý đúng nhất để chỉ  [MASKED]
A: Sinh ra các vận động kiến tạo 
B: Sinh ra các hoạt động động đất, núi lửa
C: Làm di chuyển các mảng kiến tạo của thạch quyển 
D: Làm di chuyển các mảng kiến tạo, sinh ra các vận động kiến tạo, động đất núi lửa
",Chọn ý đúng nhất để chỉ ,rõ tác động của nội lực
"Nguồn cung cấp nhiệt chủ  [MASKED]
A: nhận bức xạ của Mặt Trời 
B: nhận bức xạ trực tiếp của Mặt Trời
C: nhận nhiệt của bề mặt Trái Đất được Mặt Trời đốt nóng 
D: nhận được nguồn bức xạ của khí quyển
",Nguồn cung cấp nhiệt chủ ,yếu cho tầng đối lưu là
"Kinh tuyến được chọn làm  [MASKED]
A: kinh tuyến 1800 đi qua Thái Bình Dương 
B: kinh tuyến 1600 đi qua Ấn Độ Dương
C: kinh tuyến 1700 đi qua Đại Tây Dương 
D: tất cả đều sai
",Kinh tuyến được chọn làm ,đường chuyển ngày quốc tế
"Nước ta nằm hoàn toàn trong vùng nội chí tuyến bán  [MASKED]
A: A và P 
B: P và T
C: T và E 
D: P và E
",Nước ta nằm hoàn toàn trong vùng nội chí tuyến bán ,cầu Bắc cho nên thường xuyên nằm dưới các khối khí
"Truyền thống văn hóa, phong tục tập  [MASKED]
A: trình độ phát triển ngành dịch vụ 
B: mức độ tập trung ngành dịch vụ
C: tổ chức dịch vụ 
D: hiệu quả ngành dịch vụ
","Truyền thống văn hóa, phong tục tập ",quán có ảnh hưởng không nhỏ đến
"Ngành dịch vụ nào dưới đây không  [MASKED]
A: Giao thông vận tải 
B: Tài chính
C: Bảo hiểm 
D: Các hoạt động đoàn thể
",Ngành dịch vụ nào dưới đây không ,thuộc nhóm ngành dịch vụ kinh doanh?
"Nhân tố quyết định sự phát triển và  [MASKED]
A: Khí hậu và thời tiết 
B: Điều kiện tự nhiên
C: Sự phát triển và phân bố các ngành kinh tế quốc dân 
D: Phân bố dân cư
",Nhân tố quyết định sự phát triển và ,phân bố ngành giao thông vận tải là
"Nhân tố ảnh hưởng đến sức  [MASKED]
A: Truyền thống văn hóa, phong tục tập quán 
B: Mức sống và thu nhập thực tế của người dân
C: Quy mô, cơ cấu dân số 
D: Phân bố dân cư và mạng lưới quần cư
",Nhân tố ảnh hưởng đến sức ,mua và nhu cầu dịch vụ là
"Ngành giao thông vận tải trẻ tuổi, có tốc độ phát triển nhanh, sử  [MASKED]
A: Đường ô tô 
B: Đường ống
C: Đường hàng không 
D: Đường biển
","Ngành giao thông vận tải trẻ tuổi, có tốc độ phát triển nhanh, sử ",dụng có hiệu quả những thành tựu mới nhất của khoa học kĩ thuật là
"Sản phẩm của ngành  [MASKED]
A: đường xá và xe cộ 
B: sự chuyên chở người và hàng hóa
C: đường xá và phương tiện 
D: sự tiện nghi và an toàn cho hành khách và hàng hóa
",Sản phẩm của ngành ,giao thông vận tải là
"Đặc điểm nào sau đây không  [MASKED]
A: Sản phẩm là sự chuyên chở người và hàng hóa 
B: Chất lượng của sản phẩm được đo bằng tốc độ chuyên chở, sự tiện nghi và an toàn
C: Làm thay đổi giá trị của sản phẩm vận chuyển 
D: Chỉ tiêu đánh giá là khối lượng vận chuyển, khối lượng luân chuyển và cự li vận chuyển trung bình
",Đặc điểm nào sau đây không ,phải của ngành giao thông vận tải?
"Giao thông vận tải có  [MASKED]
A: phục vụ nhu cầu đi lại của con người 
B: gắn nền kinh tế trong nước với nền kinh tế thế giới
C: Tạo điều kiện hình thành các vùng sản xuất chuyên môn hóa 
D: Tạo mối quan hệ kinh tế xã hội giữa các vùng trong nước và giữa các nước trên thế giới
",Giao thông vận tải có ,vai trò quan trọng vì
"Trong các điều kiện tự nhiên, yếu tố nào sau đây  [MASKED]
A: Khí hậu 
B: Địa hình
C: Khoáng sản 
D: Sinh vật
","Trong các điều kiện tự nhiên, yếu tố nào sau đây ",ít ảnh hưởng đến hoạt động giao thông vận tải nhất?
"Hai ngành vận tải đường hàng không và đường biển tuy có  [MASKED]
A: An toàn 
B: Hiện đại
C: Phương tiện lưu thông quốc tế 
D: Có khối lượng vận chuyển lớn
",Hai ngành vận tải đường hàng không và đường biển tuy có ,"nhiều cách biệt nhưng cũng có chung một đặc điểm, đó là"
"Các cường quốc hàng không  [MASKED]
A: Hoa Kì, Anh, Pháp, Liên Bang Nga 
B: Hoa Kì, Anh, Pháp, CHLB Đức
C: Hoa Kì, Liên Bang Nga, Anh, Nhật 
D: Hoa Kì, Liên Bang Nga, Pháp, Nhật
",Các cường quốc hàng không ,trên thế giới hiện nay là
"Khi lựa chọn loại hình giao thông vận tải và thiết kế các  [MASKED]
A: Trình độ kỹ thuật 
B: Vốn đầu tư
C: Dân cư 
D: Điều kiện tự nhiên
",Khi lựa chọn loại hình giao thông vận tải và thiết kế các ,"công trình giao thông, yếu tố đầu tiên phải chú ý đến là"
"Loại phương tiện vận tải được sử dụng như là phương tiện  [MASKED]
A: Đường ôtô 
B: Đường sắt
C: Đường thủy 
D: Đường hàng không
",Loại phương tiện vận tải được sử dụng như là phương tiện ,vận tải phối hợp giữa nhiều loại hình giao thông vận tải là
"Ở nước ta loại hình giao thông  [MASKED]
A: Đường sắt 
B: Đường biển
C: Đường ôtô 
D: Đường sông
",Ở nước ta loại hình giao thông ,vận tải nào đang chiếm ưu thế?
"Ngành trẻ nhất trong các  [MASKED]
A: Đường ôtô 
B: Đường ống
C: Đường sắt 
D: Đường hàng không
",Ngành trẻ nhất trong các ,loại hình vận tải là
"Điểm giống nhau dễ nhận thấy trong ngành vận tải đường  [MASKED]
A: Đây là ngành có tốc độ phát triển nhanh nhất 
B: Thường gắn liền với các cảng biển
C: Đây là ngành có vai trò quan trọng nhất 
D: Tất cả đều được xây dựng ở nửa sau thế kỉ XIX
",Điểm giống nhau dễ nhận thấy trong ngành vận tải đường ,ống giữa các nước phát triển và đang phát triển là
"Những nước phát triển mạnh ngành  [MASKED]
A: Những nước ở Châu Âu nhờ vào hệ thống sông Đa-nuýp và Rai-nơ 
B: Hoa Kì, Ca-na-đa và Nga
C: Các nước ở vùng khí hậu lạnh có hiện tượng băng hà nên có nhiều hồ 
D: Các nước Châu Á và Châu Phi có nhiều sông lớn
",Những nước phát triển mạnh ngành ,vận tải đường sông hồ là
"Phần lớn các cảng biển đều  [MASKED]
A: Có bờ biển khúc khuỷu dễ dàng xây dựng các cảng biển 
B: Nối liền hai trung tâm kinh tế lớn là Hoa Kì và Nhật Bản
C: Nối liền hai trung tâm kinh tế lớn là Bắc Mỹ và Tây Âu 
D: Nối liền hai trung tâm kinh tế lớn là Châu Âu và Hoa Kì
",Phần lớn các cảng biển đều ,nằm ở Đại Tây Dương vì
"Thương mại ở các nước đang  [MASKED]
A: ngoại thương phát triển hơn nội thương 
B: xuất khẩu lớn hơn nhập khẩu
C: nhập khẩu lớn hơn xuất khẩu 
D: xuất khẩu dịch vụ thương mại
",Thương mại ở các nước đang ,phát triển thường có tình trạng
"Cảng biển lớn nhất của  [MASKED]
A: Y-ô-kô-ha-ma 
B: Thượng Hải
C: Xin-ga-po 
D: Kô-bê
",Cảng biển lớn nhất của ,Đông Nam Á hiện nay là
"Cơ sở để xác định thời  [MASKED]
A: Dựa vào các hiện tượng tự nhiên. 
B: Dựa vào sự di chuyển của Mặt Trăng và Mặt Trời.
C: Dựa vào sự di chuyển của Mặt Trời và Trái Đất. 
D: Dựa vào các hiện tượng tự nhiên lặp đi lặp lại và những hiện tượng tự nhiên này có quan hệ chặt chẽ với hoạt động của Mặt Trời và Mặt Trăng.
",Cơ sở để xác định thời ,gian của người xưa bắt đầu từ:
