Question,A,B,C,D,Answer,Grade
Yếu tố nào sau đây không phải là tài nguyên thiên nhiên?,Dung dịch HCl được điều chế trong phòng thí nghiệm.,Rừng.,San hô.,Cá voi.,A,
Đối với đất ở miền núi phải bảo vệ bằng cách :,"Đẩy mạnh du canh, bảo vệ vốn rừng.","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.","Tăng cường bón phân, cải tạo thích hợp theo từng loại đất.","Áp dụng tổng thể các biện pháp thuỷ lợi, canh tác nông - lâm.",D,
"Những sản phẩm tinh thần có giá trị lịch sử, văn hóa, khoa học được gọi là:",di tích lịch sử - văn hóa,di sản văn hóa vật thể,di sản văn hóa phi vật thể,danh lam thắng cảnh,C,
Di sản văn hóa vật thể và phi vật thể hay còn được gọi là?,Di sản văn hóa vật chất và tinh thần.,Di sản văn hóa vô hình và hữu hình.,Di sản văn hóa trừu tượng và phi trừu tượng.,Di sản văn hóa đếm được và không đếm được.,A,
Hành vi nào thể hiện tín ngưỡng:,Không ăn trứng trước khi đi thi,Thắp hương trước lúc đi xa,Xem bói để biết trước tương lai,Yểm bùa,B,
"Thờ đức chúa, không thắp hương mà đi nghe giảng kinh đạo thuộc đạo nào?",Đạo Tin lành.,Đạo Thiên Chúa.,Đạo Phật.,Đạo Hòa Hảo.,B,
Thắp hương thờ cúng tổ tiên được gọi là?,Tôn giáo.,Tín ngưỡng.,Mê tín dị đoan.,Truyền giáo.,B,
"Để tự chăm sóc, rèn luyện thân thể ta phải làm gì?",Xem ti vi thường xuyên,Thường xuyên đi kiểm tra sức khỏe,Vì sợ muộn học nên Hùng ăn cơm vội vàng,hằng ngày không vệ sinh cá nhân,B,
Ý nào không đúng với việc tự chăm sóc sức khỏe?,Ăn uống điều độ đủ chất dinh dưỡng,Hằng ngày luyện tập thể dục thể thao,"Không cần chăm sóc sức khỏe, bị bệnh đi tới bác sĩ uống thuốc sẽ khỏi",Phòng bệnh hơn chữa bệnh,C,
Sức khỏe có ý nghĩa ?,Sức khoẻ là vốn quý của con người.,"Sức khoẻ tốt giúp chúng ta học tập, lao động có hiệu quả, có cuộc sống lạc quan, vui tươi hạnh phúc.","Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",Cả A và B.,D,
 Kiên trì là :,Miệt mài làm việc.,Thường xuyên làm việc.,Quyết tâm làm đến cùng.,Tự giác làm việc.,C,
Câu tục ngữ : Có công mài sắt có ngày nên kim nói về ?,Đức tính khiêm nhường.,Đức tính tiết kiệm.,Đức tính trung thực.,Đức tính siêng năng.,D,
"Câu thành ngữ, tục ngữ nói về tiết kiệm là :",Tích tiểu thành đại.,"Học, học nữa, học mãi.",Có công mài sắt có ngày nên kim.,Đi một ngày đàng học một sàng khôn.,A,
Lễ độ là ?,Chỉ chào hỏi người lớn tuổi.,Biết cách cư xử đúng mực.,Cãi nhau với bạn bè.,Nói trống không.,B,
Thành ngữ nói về lễ độ là ?,Có công mài sắt có ngày nên kim.,Đi thưa về gửi.,Vắt cổ chày ra nước.,Góp gió thành bão.,B,
Hành động nào sau đây là tôn trọng kỷ luật ?,Đi đúng phần đường dành cho người đi bộ.,Vứt rác đúng nơi quy định.,Giữ gìn vệ sinh lớp học.,"Cả A,B,C.",D,
Hành động nào sau đây là không tôn trọng kỷ luật ?,Dùng điện thoại trong giờ học.,Đi học đúng giờ.,Làm bài tập về nhà trước khi đến lớp.,Mặc đồng phục trường.,A,
"Biết ơn là...tình cảm và những việc làm đền ơn đáp nghĩa đối với những người đã giúp đỡ mình, những người có công với dân tộc, đất nước. Điền vào dấu “…” đó là ?",sự bày tỏ lòng thành kính.,sự bày tỏ lòng biết ơn.,sự bày tỏ thái độ trân trọng.,sự bày tỏ tình yêu.,C,
"Câu ca dao, tục ngữ nào nói về sự biết ơn?",Uống nước nhớ nguồn.,Ăn quả nhớ kẻ trồng cây.,Tôn sư trọng đạo.,"Cả A, B, C.",D,
Câu tục ngữ: “Vong ơn bội nghĩa” nói về ?,Sự vô ơn.,Sự trung thành.,Sự đoàn kết.,Sự biết ơn.,A,
Hành động nào là hành động phá hoại thiên nhiên ?,Khai thác gỗ bừa bãi.,Trồng cây gây rừng.,Bảo vệ rừng đầu nguồn.,Thả các loại động vật quý hiếm về rừng.,A,
Trách nhiệm của con người đối với thiên nhiên là gì?,"Con người cần giữ gìn, bảo vệ thiên nhiên",Khai thác thiên nhiên,Phá hoại thiên nhiên,Làm ô nhiễm môi trường thiên nhiên,A,
"Câu nói: Rừng vàng, biển bạc, đất phì nhiêu lần lượt nói đến các yếu tố nào cuả thiên nhiên ?","Rừng, không khí, đất.","Rừng, biển, đất.","Rừng, sông, đất.","Rừng, bầu trời, đất.",B,
Biểu hiện của không sống chan hòa với mọi người là ?,Không chơi với người nghèo.,Không tham gia các hoạt động do nhà trường phát động.,Không góp ý cho ai cả vì sợ mất lòng.,"Cả A, B, C.",D,
Sống chan hòa có ý nghĩa gì?,Được mọi người quý mến và giúp đỡ,Xây dựng mối quan hệ xã hội tốt đẹp.,Để lợi dụng được lòng tốt của mọi người,Cả A và B đều đúng,D,
Công ước Liên hợp quốc về quyền trẻ em ra đời năm nào?,1989,1998,1986,1987,A,
"Việt Nam ban hành luật bảo vệ, chăm sóc, giáo dục trẻ em năm nào:",1989,1990,1991,1992,C,
Quyền cơ bản của trẻ em bao gồm các nhóm quyền nào?,"Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.","Nhóm quyền : sống còn, bảo vệ, vui chơi và phát triển.","Nhóm quyền : sống còn, vui chơi, giải trí và phát triển.",A,
Luật Quốc tịch Việt Nam được ban hành vào năm nào?,1985,1986,1987,1988,D,
"Điều 19, Luật Quốc tịch 2008 quy định những người nhập quốc tịch Việt Nam thì phải thôi quốc tịch nước ngoài trừ trường hợp nào?",Chủ tịch nước cho phép.,Có lợi cho nhà nước CHXHCN Việt Nam.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,"Cả A, B, C.",D,
Trường hợp nào là công dân nước CHXHCN Việt Nam ?,Trẻ em mồ côi cha mẹ.,"Mẹ là người Việt Nam, bố là người nước ngoài.","Mẹ là người nước ngoài, bố là người Việt Nam.","Cả A, B, C.",D,
"Khái niệm ""đường bộ"" được hiểu như thế nào là đúng?","đường, cầu đường bộ","Hầm dường bộ, bến phà đường bộ","Đường, cầu dường bộ, bến phà đường bộ và các công trình khác",Cả A và B đều đúng,C,
Biển báo cấm có dạng:,"hình tam giác đều, viền đỏ, nền vàng","hình tròn, viền đỏ, nền trắng, hình vẽ màu đen","hình tròn, viền đỏ, nền trắng, hình vẽ màu vàng","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",B,
"Hình tròn, nền màu xanh lam, trên nền có hình vẽ màu trắng thuộc loại biển báo nào ?",Biển báo cấm.,Biển báo nguy hiểm.,Biển hiệu lệnh.,Biển chỉ dẫn.,C,
Văn bản quy phạm pháp luật nào quy định cụ thể về quyền học tập?,Luật giáo dục và đào tạo.,Luật trẻ em.,Luật giáo dục nghề nghiệp.,Luật giáo dục.,D,
Quyền học tập của công dân được thể hiện:,Mọi công dân được bình đẳng về cơ hội học tập,Mỗi người chỉ được học một ngành nghề mà mình chọn,Người già không được đi học,"Có thể trốn học, bỏ học nếu mình không thích",A,
"Trong cuộc sống chúng ta phải biết ....... tính mạng, thân thể, sức khỏe, nhân phẩm và danh dự của người khác. Đồng thời phải biết bảo vệ quyền lợi của mình. Điền vào ....",Tìm hiểu,Yêu thương,Bảo vệ,Tôn trọng,D,
"Quyền được pháp luật bảo hộ về tính mạng, sức khỏe, danh dự và nhân phẩm của công dân được ghi nhận tại điều nào trong Hiến pháp năm 2013?",Điều 20.,Điều 21.,Điều 22.,Điều 23.,A,
"Không ai được tự ý vào chỗ ở của người khác nếu không được người đó đồng ý, trừ trường hợp ..... cho phép. Điền vào ....",Cảnh sát,Công an,Tòa án,Pháp luật,D,
Quyền xâm phạm vào chỗ ở là một trong những quyền .... của công dân được quy định trong Hiến Pháp của nước ta. Điền vào ....,Thực chất,Bản chất,Cơ bản,Cơ sở,C,
"Quyền được đảm bảo an toàn và bí mật thư tín, điện thoại, điện tín thuộc loại quyền nào ?","Quyền được pháp luật bảo hộ về tính mạng, thân thể.","Quyền được pháp luật bảo hộ về sức khỏe, danh dự và nhân phẩm.",Quyền dân chủ.,Quyền tự do cơ bản.,D,
"Đối với Châu Á, Việt Nam là nước thứ mấy ký Công ước Liên hợp quốc về quyền trẻ em?",1,2,3,4,A,
Công ước Liên hợp quốc về quyền trẻ em có bao nhiêu điều và bao nhiêu quyền?,"54 điều, 29 quyền.","53 điều, 25 quyền.","52 điều, 27 quyền.","51 điều, 23 quyền.",A,
"Chuẩn mực về những việc được làm, việc phải làm, việc không được làm là:",Đạo đức.,pháp luật. ,kinh tế.,chính trị.,B,
"Pháp luật có tính quy phạm phổ biến, vì pháp luật được áp dụng", trong mọi lĩnh vực của đời sống xã hội.,trong một số lĩnh vực quan trọng.,đối với người vi phạm,đối với người sản xuất kinh doanh.,A,
Đặc trưng của pháp luật không bao gôm những nội dung nào dưới đây?,Tính quyên lực bắt buộc chung.,Tính quy phạm phổ biến,Tính công khai dân chủ.,Tính xác định chặt chế về hình thức.,C,
"Luật Hôn nhân và Gia đình quy định điều kiện kết hôn, li hôn phản ánh đặc trưng nào dưới đây của pháp luật?",Tính quyền lực bắt buộc chung.,Tính quy phạm phổ biến.,Tính xã hội rộng lớn.,tính xác định chặt chẽ về hình thức,D,
Cảnh sát giao thông xử phạt người không đội mũ bảo hiểm khi đi xe máy trên đường là biêu hiện của hình thức:,tuân thủ pháp luật., thi hành pháp luật.,áp dụng pháp luật,sử dụng pháp luật,C,
"Thi hành pháp luật là hình thức thực hiện pháp luật, trong đó",chủ thể (pháp luật) kiểm chế không làm những việc mà pháp luật cấm.,chủ thể thực hiện nghĩa vụ của mình bằng những hành động tích cực.,chủ thể quyết định làm những điều mà pháp luật cho phép.,chủ thể quyết định không thực hiện điều mà pháp luật cắm.,B,
"Sử dụng pháp luật nghĩa là cá nhân, tổ chức được làm những gì mà pháp luật",cho phép làm.,đã quy định.,không cho phép làm.,quy định phải làm.,A,
Hành ví nào dưới đây là thực hiện pháp luật?,"Vượt qua ngã ba, ngã tư khi có tín hiệu đèn đỏ.","Đi xe hàng hai, hàng ba, cản trở các phương tiện khác.","Lạng lách, đánh võng, chở hàng cồng kềnh.",Nhường đường cho các phương tiện được quyền ưu tiên.,D,
Nội dung nào dưới đây không nói về công dân bình đẳng về quyền và nghĩa vụ ?,Công dân bình đẳng về nghĩa vụ bảo vệ Tổ quốc.,Công dân bình đẳng về nghĩa vụ đóng góp vào quỹ từ thiện.,Công dân bình đẳng về nghĩa vụ đóng thuế.,Công dân bình đẳng về quyền bầu cử.,B,
Mọi công dân khi có đủ điều kiện theo quy định của pháp luật đều có quyền kinh doanh là thể hiện công dân bình đẳng,về quyền và nghĩa vụ.    ,trong sản xuất.,trong kinh tế.                ,về điều kiện kinh doanh.,A,
Công dân bình đẳng về quyền và nghĩa vụ có nghĩa là mọi công dân:,Đều có quyền như nhau.,Đều có nghĩa vụ như nhau.,Đều có quyền và nghĩa vụ giống nhau.,Đầu bình đẳng về hưởng quyền và làm nghĩa vụ theo quy định của pháp luật.,D,
Quyền và nghĩa vụ của công dân:,"Nhiều khi bị phân biệt bởi dân tộc, tôn giáo, giới tính","Đôi khi bị phân biệt bởi giàu nghèo, thành phần và địa vị xã hội","Không bị phân biệt bởi dân tộc, giới tính, tôn giáo, giàu nghèo","Phụ thuộc vào trình độ, thu nhập và quan hệ của công dân với chính quyền",C,
 Biểu hiện của bình đắng trong hôn nhân là,"chỉ có người vợ mới có nghĩa vụ kế hoạch hoá gia đình, chăm sóc và giáo dục con cái. .","chỉ có người chồng mới có quyền lựa chọn nơi cư trú, quyết định số con và thời gian sinh con.","vợ, chồng bình đẳng với nhau, có quyền và nghĩa vụ ngang nhau về mọi mặt trong gia đình.",người chồng quyêt định việc lựa chọn các hình thức kinh doanh trong gia đình.,C,
