Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject
"### Câu hỏi: Ý nào không đúng về biện pháp cải cách về kinh tế mà Cu ba thực hiện nhằm đi theo con đường xây dựng chủ nghĩa xã hội?
A. Thực hiện cải cách kinh tế từng bước, có chọn lọc
B. Chủ trương xây dựng nền kinh tế tập trung do Nhà nước quản lí
C. Chú trọng phát triển công nghiệp quốc phòng
D. []
","Ý nào không đúng về biện pháp cải cách về kinh tế mà Cu ba thực hiện nhằm đi theo con đường xây dựng chủ nghĩa xã hội?
A. Thực hiện cải cách kinh tế từng bước, có chọn lọc
B. Chủ trương xây dựng nền kinh tế tập trung do Nhà nước quản lí
C. Chú trọng phát triển công nghiệp quốc phòng
D. ","Chú trọng đến các ngành nghề mới như: công nghiệp du lịch, công nghệ sinh học, khai thác dầu khí,...",D,C,history
"### Câu hỏi: Ý nào không phải là thành tựu về khoa học - công nghệ của công cuộc cải cách mở cửa ở Trung Quốc?
A. []
B. Dẫn đầu thế giới về công nghiệp điện hạt nhân
C. Xây dựng hệ thống định vị vệ tinh Bắc Đẩu
D. Phát triển mạnh hạ tầng kĩ thuật số, trung tâm dữ liệu hiện đại
","Ý nào không phải là thành tựu về khoa học - công nghệ của công cuộc cải cách mở cửa ở Trung Quốc?
A. ",Phong tàu Thần Châu vào không gian,A,B,history
"### Câu hỏi: Từ năm 1868, Xiêm đã tiến hành hàng loạt cải cách quan trọng dưới thời vua nào?
A. Ra-ma IV
B. []
C. Ra-ma V
D. Ra-ma I
","Từ năm 1868, Xiêm đã tiến hành hàng loạt cải cách quan trọng dưới thời vua nào?
A. Ra-ma IV
B. ",Ra-ma III,B,C,history
"### Câu hỏi: Ý nghĩa then chốt, quan trọng nhất của cách mạng khoa học - kĩ thuật lần thứ hai?
A. Tạo ra một khối lượng hàng hoá đồ sộ.
B. []
C. Thay đổi một cách cơ bản các nhân tố sản xuất.
D. Sự giao lưu quốc tế ngày càng được mở rộng.
","Ý nghĩa then chốt, quan trọng nhất của cách mạng khoa học - kĩ thuật lần thứ hai?
A. Tạo ra một khối lượng hàng hoá đồ sộ.
B. ",Đưa loài người chuyển sang nền văn minh trí tuệ.,B,C,history
"### Câu hỏi: Từ 1979 đến cuối những năm 80 của thế kì XX quan hệ giữa Việt Nam với ASEAN là gì?
A. Quan hệ hợp tác song phương.
B. []
C. Quan hệ đối đầu do bất đồng về quan hệ kinh tế.
D. Quan hệ đối đầu do vấn đề Cam-pu-chia.
","Từ 1979 đến cuối những năm 80 của thế kì XX quan hệ giữa Việt Nam với ASEAN là gì?
A. Quan hệ hợp tác song phương.
B. ",Quan hệ đối thoại.,B,D,history
"### Câu hỏi: Chỗ dựa chủ yếu của công cuộc xây dựng chủ nghĩa xã hội ở các nước Đông Âu là?
A. Thành quả của cách mạng dân chủ nhân dân (1946 -1949) và nhiệt tình của nhân dân.
B. []
C. Sự giúp đỡ của Liên Xô.
D. Sự hợp tác giữa các nước Đông Âu.
","Chỗ dựa chủ yếu của công cuộc xây dựng chủ nghĩa xã hội ở các nước Đông Âu là?
A. Thành quả của cách mạng dân chủ nhân dân (1946 -1949) và nhiệt tình của nhân dân.
B. ",Sự hoạt động và hợp tác của Hội đồng Tương trợ Kinh tế (SEV).,B,A,history
"### Câu hỏi: Kế hoạch 5 năm lần thứ nhất của Trung Quốc tiến hành trong khoảng thời gian nào?
A. 1949-1953
B. []
C. 1957-1961
D. 1961-1965
","Kế hoạch 5 năm lần thứ nhất của Trung Quốc tiến hành trong khoảng thời gian nào?
A. 1949-1953
B. ",1953-1957,B,C,history
"### Câu hỏi: Ngay sau khi Chiến tranh thế giới thứ hai kết thúc phong trào giải phóng dân tộc đã nổ ra mạnh mẽ nhất ở các nước nào?
A. In-đô-nê-xi-a, Việt Nam, Lào.
B. Việt Nam, Mi-an-ma, Lào.
C. In-đô-nê-xi-a, Xin-ga-po, Thái Lan.
D. []
","Ngay sau khi Chiến tranh thế giới thứ hai kết thúc phong trào giải phóng dân tộc đã nổ ra mạnh mẽ nhất ở các nước nào?
A. In-đô-nê-xi-a, Việt Nam, Lào.
B. Việt Nam, Mi-an-ma, Lào.
C. In-đô-nê-xi-a, Xin-ga-po, Thái Lan.
D. ","Phi-lip-pin, Việt Nam, Ma-lai-xi-a.",D,A,history
"### Câu hỏi: Cuộc đấu tranh của giai cấp công nhân Việt Nam thời kỳ này còn lẻ tẻ, tự phát nhưng ý thức giai cấp phát triển nhanh chóng. Đó là đặc điểm của phong trào công nhân Việt Nam thời kỳ nào?
A. Chế độ phân biệt chủng tộc.
B. Chủ nghĩa thực dân cũ.
C. Chế độ tay sai phản động của chủ nghĩa thực dân mới.
D. []
","Cuộc đấu tranh của giai cấp công nhân Việt Nam thời kỳ này còn lẻ tẻ, tự phát nhưng ý thức giai cấp phát triển nhanh chóng. Đó là đặc điểm của phong trào công nhân Việt Nam thời kỳ nào?
A. Chế độ phân biệt chủng tộc.
B. Chủ nghĩa thực dân cũ.
C. Chế độ tay sai phản động của chủ nghĩa thực dân mới.
D. ",Giai cấp địa chủ phong kiến.,D,C,history
"### Câu hỏi: Biến đổi lớn nhất của các nước châu Á sau Chiến tranh thế giới thứ hai là gì?
A. Các nước châu Á đã giành độc lập.
B. Các nước châu Á đã gia nhập ASEAN.
C. Các nước châu Á đã trở thanh trung tâm kinh tế tài chính thể giới.
D. []
","Biến đổi lớn nhất của các nước châu Á sau Chiến tranh thế giới thứ hai là gì?
A. Các nước châu Á đã giành độc lập.
B. Các nước châu Á đã gia nhập ASEAN.
C. Các nước châu Á đã trở thanh trung tâm kinh tế tài chính thể giới.
D. ",Tất cả các câu trên.,D,A,history
"### Câu hỏi: Việt Nam gia nhập tổ chức Liên Hợp Quốc vào thời gian nào?
A. 8/1977
B. 9/1977
C. 1/1987
D. []
","Việt Nam gia nhập tổ chức Liên Hợp Quốc vào thời gian nào?
A. 8/1977
B. 9/1977
C. 1/1987
D. ",11/1987,D,B,history
"### Câu hỏi: Nguyên nhân cơ bản nào làm cho chủ nghĩa xã hội ở Liên Xô và Đông Âu sụp đổ?
A. Các thế lực chống CNXH trong và ngoài nước chống phá.
B. Chậm sửa chữa những sai lầm.
C. []
D. Xây dựng mô hình chủ nghĩa xã hội không phù hợp.
","Nguyên nhân cơ bản nào làm cho chủ nghĩa xã hội ở Liên Xô và Đông Âu sụp đổ?
A. Các thế lực chống CNXH trong và ngoài nước chống phá.
B. Chậm sửa chữa những sai lầm.
C. ","Nhà nước nhân dân Xô viết, nhận thấy CNXH không tiến bộ nên muốn thay đổi chế độ.",C,D,history
"### Câu hỏi: Hiệp ước an ninh Mĩ-Nhật được kí kết nhằm mục đích gì?
A. Hình thành một liên minh Mĩ-Nhật chống lại các nước XHCN và phong trào giải phóng dân tộc vùng Viễn Đông.
B. Nhật Bản trở thành căn cứ chiến lược của Mĩ.
C. []
D. Tạo thế cân bằng giữa Mĩ và Nhật.
","Hiệp ước an ninh Mĩ-Nhật được kí kết nhằm mục đích gì?
A. Hình thành một liên minh Mĩ-Nhật chống lại các nước XHCN và phong trào giải phóng dân tộc vùng Viễn Đông.
B. Nhật Bản trở thành căn cứ chiến lược của Mĩ.
C. ",Nhật Bản muốn lợi dụng vốn kĩ thuật của Mĩ để phát triển kinh tế.,C,A,history
"### Câu hỏi: Cộng hòa Dân chủ Đức sát nhập vào CHLB Đức vào thời gian nào?
A. []
B. 03/10/1990.
C. 03/11/1990.
D. 03/12/1990.
","Cộng hòa Dân chủ Đức sát nhập vào CHLB Đức vào thời gian nào?
A. ",03/09/1990.,A,B,history
"### Câu hỏi: Tổ chức Hiệp ước Phòng thủ Vác-sa-va mang tính chất?
A. Một tổ chức kinh tế của các nước XHCN ở châu Âu
B. Một tổ chức liên minh phòng thủ về quân sự của các nước XHCN ở châu Âu.
C. []
D. Một tổ chức liên minh phòng thủ về chính trị và quân sự của các nước XHCN ở châu Âu.
","Tổ chức Hiệp ước Phòng thủ Vác-sa-va mang tính chất?
A. Một tổ chức kinh tế của các nước XHCN ở châu Âu
B. Một tổ chức liên minh phòng thủ về quân sự của các nước XHCN ở châu Âu.
C. ",Một tô chức liên minh chính trị của các nước XHCN ở châu Âu.,C,D,history
"### Câu hỏi: Giữa những năm 50 của thế kỉ XX, tình hình Đông Nam Á diễn ra như thế nào?
A. Ngày càng trở nên căng thẳng.
B. Ngày càng phát triển phồn thịnh.
C. Ổn định.
D. []
","Giữa những năm 50 của thế kỉ XX, tình hình Đông Nam Á diễn ra như thế nào?
A. Ngày càng trở nên căng thẳng.
B. Ngày càng phát triển phồn thịnh.
C. Ổn định.
D. ",Ổn định và phát triển.,D,A,history
"### Câu hỏi: Thành tựu nào quan trọng nhất mà Liên Xô đạt được sau chiến tranh?
A. Năm 1949, Liên Xô chế tạo thành công bom nguyên tử.
B. Năm 1957, Liên Xô là nước đầu tiên phóng thành công vệ tinh nhân tạo của trái đất.
C. []
D. Đến thập kỉ 60 (thế kỉ XX), Liên Xô trở thành cường quốc công nghiệp đứng thứ hai trên thế giới (sau Mĩ).
","Thành tựu nào quan trọng nhất mà Liên Xô đạt được sau chiến tranh?
A. Năm 1949, Liên Xô chế tạo thành công bom nguyên tử.
B. Năm 1957, Liên Xô là nước đầu tiên phóng thành công vệ tinh nhân tạo của trái đất.
C. ","Năm 1961, Liên Xô là nước đầu tiên phóng thành công tàu vũ trụ có người lái.",C,D,history
"### Câu hỏi: Kẻ thù chủ yếu trong cuộc cách mạng giải phóng dân tộc của người dân da đen ở Nam Phi là ai?
A. Chủ nghĩa A-pác-thai.
B. []
C. Chủ nghĩa thực dân cũ.
D. Chủ nghĩa thực dân cũ và mới.
","Kẻ thù chủ yếu trong cuộc cách mạng giải phóng dân tộc của người dân da đen ở Nam Phi là ai?
A. Chủ nghĩa A-pác-thai.
B. ",Chủ nghĩa thực dân mới.,B,A,history
"### Câu hỏi: Cuộc cách mạng dân tộc dân chủ Trung Quốc mang tính chất gì?
A. Một cuộc cách mạng tư sản do giai cấp vô sản lãnh đạo.
B. Một cuộc cách mạng vô sản do giai cấp vô sản lãnh đạo.
C. Một cuộc cách mạng giải phóng dân tộc.
D. []
","Cuộc cách mạng dân tộc dân chủ Trung Quốc mang tính chất gì?
A. Một cuộc cách mạng tư sản do giai cấp vô sản lãnh đạo.
B. Một cuộc cách mạng vô sản do giai cấp vô sản lãnh đạo.
C. Một cuộc cách mạng giải phóng dân tộc.
D. ",Một cuộc nội chiến.,D,B,history
"### Câu hỏi: Sau Chiến tranh thế giới thứ hai Nhật Bản đã gặp khó khăn gì lớn nhất?
A. Bị mất hết thuộc địa, kinh tế bị tàn phá nặng nề.
B. Bị các nước đế quốc bao vây kinh tế.
C. Nạn thất nghiệp, thiếu lương thực, thực phẩm.
D. []
","Sau Chiến tranh thế giới thứ hai Nhật Bản đã gặp khó khăn gì lớn nhất?
A. Bị mất hết thuộc địa, kinh tế bị tàn phá nặng nề.
B. Bị các nước đế quốc bao vây kinh tế.
C. Nạn thất nghiệp, thiếu lương thực, thực phẩm.
D. ",Bị quân đội Mĩ chiếm đóng theo chế độ quân quản.,D,A,history
"### Câu hỏi: Chính sách đối ngoại của Liên Xô từ năm 1945 đến nửa đầu những năm 70 thế kỉ XX là gì?
A. []
B. Chỉ quan hệ với các nước lớn.
C. Hòa bình và tích cực ủng hộ cách mạng thế giới.
D. Chỉ làm bạn với các nước xã hội chủ nghĩa.
","Chính sách đối ngoại của Liên Xô từ năm 1945 đến nửa đầu những năm 70 thế kỉ XX là gì?
A. ",Muốn làm bạn với tất cả các nước.,A,C,history
"### Câu hỏi: Tổng thống Mĩ sang thăm Việt Nam đầu tiên vào năm nào?
A. []
B. 1991
C. 1992
D. 1993
","Tổng thống Mĩ sang thăm Việt Nam đầu tiên vào năm nào?
A. ",1990,A,D,history
"### Câu hỏi: Chương trình khai thác thuộc địa lần thứ hai của thực dân Pháp bắt đầu vào năm nào?
A. 1914
B. 1919
C. 1918
D. []
","Chương trình khai thác thuộc địa lần thứ hai của thực dân Pháp bắt đầu vào năm nào?
A. 1914
B. 1919
C. 1918
D. ",1920,D,B,history
"### Câu hỏi: Chủ nghĩa A-pác-thai bị xoá bỏ tại đâu?
A. Nam Phi.
B. []
C. Trung Đông.
D. Châu Phi.
","Chủ nghĩa A-pác-thai bị xoá bỏ tại đâu?
A. Nam Phi.
B. ",Mĩ La-tinh.,B,A,history
"### Câu hỏi: Thời gian tiến hành công cuộc ""cải tổ"" của Liên Xô kéo dài trong bao lâu?
A. []
B. 5 năm (1985-1990).
C. 6 năm (1985-1991).
D. 7 năm (1985-1992).
","Thời gian tiến hành công cuộc ""cải tổ"" của Liên Xô kéo dài trong bao lâu?
A. ",4 năm (1985-1989).,A,C,history
"### Câu hỏi: Năm 1992, ASEAN quyết định biến Đông Nam Á thành?
A. []
B. Một khu vực ổn định và phát triển.
C. Một khu vực mậu dịch tự do.
D. Một khu vực hòa bình.
","Năm 1992, ASEAN quyết định biến Đông Nam Á thành?
A. ",Một khu vực phồn thịnh.,A,C,history
"### Câu hỏi: Ai là lãnh tụ phong trào 26/7/1953 của cách mạng Cu Ba?
A. Chê Ghê-va-na
B. Phi-đen Cax-tơ-rô
C. []
D. A-gien-đê
","Ai là lãnh tụ phong trào 26/7/1953 của cách mạng Cu Ba?
A. Chê Ghê-va-na
B. Phi-đen Cax-tơ-rô
C. ",Ra-un Cax-tơ-rô,C,B,history
"### Câu hỏi: Sau khi Hiệp định Pari được kí kết, miền Bắc nước ta tiếp tục thực hiện nghĩa vụ của hậu phương như thế nào?
A. Đưa vào miền Nam, Campuchia và Lào hàng chục vạn bộ đội hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.
B. Đưa vào miền Nam hàng trục vạn bộ đội hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.
C. []
D. Đưa vào miền Nam, Campuchia và Lào các loại vũ khí phương tiện chiến tranh hiện đại nhất.
","Sau khi Hiệp định Pari được kí kết, miền Bắc nước ta tiếp tục thực hiện nghĩa vụ của hậu phương như thế nào?
A. Đưa vào miền Nam, Campuchia và Lào hàng chục vạn bộ đội hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.
B. Đưa vào miền Nam hàng trục vạn bộ đội hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.
C. ","Đưa vào Sài Gòn – Gia Định hàng trục vạn bộ đội, hàng vạn thanh niên xung phong, cán bộ chuyên môn, nhân viên kĩ thuật.",C,A,history
"### Câu hỏi: Sự phân hóa của Việt Nam Cách mạng Thanh Niên dẫn đến sự ra đời của của tổ chức nào?
A. []
B. Đông Dương cộng sản Đảng, An Nam cộng sản Đảng, Đông Dương cộng sản liên đoàn.
C. Đông Dương cộng sản Đảng, An Nam cộng sản Đảng.
D. Cả ba ý trên đều sai.
","Sự phân hóa của Việt Nam Cách mạng Thanh Niên dẫn đến sự ra đời của của tổ chức nào?
A. ","Đông Dương cộng sản Đảng, Đông Dương cộng sản liên đoàn.",A,C,history
