,Question,Fed_Prompt,Label,Choosed_wrong_answer,True_answer,Subject,Grade
65,"### Câu hỏi: Chọn định nghĩa phản ứng phân hủy đầy đủ nhất:
A. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra một chất mới.
B. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra hai chất mới.
C. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra hai hay nhiều chất mới.
D. []
","Chọn định nghĩa phản ứng phân hủy đầy đủ nhất:
A. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra một chất mới.
B. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra hai chất mới.
C. Phản ứng phân hủy là phản ứng hóa học trong đó một chất sinh ra hai hay nhiều chất mới.
D. ",Phản ứng phân hủy là phản ứng hóa học có chất khí thoát ra,D,C,chemistry,Hóa 8
66,"### Câu hỏi: Có những cách nào điều chế oxi trong công nghiệp
A. Dùng nghiên liệu là không khí
B. []
C. Cách nào cũng được
D. A&B
","Có những cách nào điều chế oxi trong công nghiệp
A. Dùng nghiên liệu là không khí
B. ",Dùng nước làm nguyên liệu,B,D,chemistry,Hóa 8
67,"### Câu hỏi: Nhiệt phân 12,25g $KClO_3$ thấy có khí bay lên. Tính thể tích của khí ở đktc
A. 4,8 lít
B. 3,36 lít
C. 2,24 lít
D. []
","Nhiệt phân 12,25g $KClO_3$ thấy có khí bay lên. Tính thể tích của khí ở đktc
A. 4,8 lít
B. 3,36 lít
C. 2,24 lít
D. ","3,2 lít",D,B,chemistry,Hóa 8
68,"### Câu hỏi: Số sản phẩm tạo thành của phản ứng phân hủy là
A. 2
B. []
C. 2 hay nhiều sản phẩm
D. 1
","Số sản phẩm tạo thành của phản ứng phân hủy là
A. 2
B. ",3,B,C,chemistry,Hóa 8
69,"### Câu hỏi: Đốt cháy hỗn hợp bột Al và Mg cần 16,8 lít oxi (đktc). Biết lượng Al trong hỗn hợp là 13,5 gam. Phần trăm khối lượng của Mg trong hỗn hợp là:
A. 96,2%
B. []
C. 86,3%
D. 84,4%
","Đốt cháy hỗn hợp bột Al và Mg cần 16,8 lít oxi (đktc). Biết lượng Al trong hỗn hợp là 13,5 gam. Phần trăm khối lượng của Mg trong hỗn hợp là:
A. 96,2%
B. ","97,20%",B,A,chemistry,Hóa 8
70,"### Câu hỏi: Đốt cháy 6g oxi và 7g photpho trong bình. Sau phản ứng chất nào còn dư?
A. Photpho
B. Oxi
C. []
D. Cả hai chất
","Đốt cháy 6g oxi và 7g photpho trong bình. Sau phản ứng chất nào còn dư?
A. Photpho
B. Oxi
C. ",Không xác định được,C,A,chemistry,Hóa 8
71,"### Câu hỏi: Điều kiện phát sinh phản ứng cháy là:
A. Chất phải nóng đến nhiệt độ cháy
B. Phải đủ khí oxi cho sự cháy.
C. []
D. Cả A & B
","Điều kiện phát sinh phản ứng cháy là:
A. Chất phải nóng đến nhiệt độ cháy
B. Phải đủ khí oxi cho sự cháy.
C. ",Cần phải có chất xúc tác cho phản ứng cháy,C,D,chemistry,Hóa 8
72,"### Câu hỏi: Không khí sạch là không khí:
A. []
B. Có ít khí cacbonic và các khí khác
C. Không có khói, bụi, các chất rắn hàm lượng nhỏ hơn 1%
D.  Có nhiều khí nitơ
","Không khí sạch là không khí:
A. ",Có nhiều khí oxi,A,C,chemistry,Hóa 8
73,"### Câu hỏi: Phản ứng phân hủy là
A. $Ba + 2HCl → BaCl_2 + H_2$
B. $Cu + H_2S → CuS+ H_2$
C. $MgCO_3 → MgO + CO_2$
D. []
","Phản ứng phân hủy là
A. $Ba + 2HCl → BaCl_2 + H_2$
B. $Cu + H_2S → CuS+ H_2$
C. $MgCO_3 → MgO + CO_2$
D. ",$KMnO_4 → MnO + O_2 + K2_O$,D,C,chemistry,Hóa 8
74,"### Câu hỏi: Este đơn chức X có tỉ khối hơi so với CH4 là 6,25. Cho 20 gam X tác dụng với 300 ml dung dịch KOH 1M (đun nóng). Cô cạn dung dịch sau phản ứng thu được 28 gam chất rắn khan. Công thức cấu tạo của X là
A. []
B. CH2=CH-COO-CH2-CH3
C. CH2=CH-CH2- COO -CH3
D. CH3-COO-CH=CH-CH3
","Este đơn chức X có tỉ khối hơi so với CH4 là 6,25. Cho 20 gam X tác dụng với 300 ml dung dịch KOH 1M (đun nóng). Cô cạn dung dịch sau phản ứng thu được 28 gam chất rắn khan. Công thức cấu tạo của X là
A. ",CH3-CH2-COO-CH=CH2,A,D,chemistry,Hóa 8
75,"### Câu hỏi: Ứng với công thức C4H8O2 có bao nhiêu este là đồng phân của nhau ?
A. 2
B. 3
C. 4
D. []
","Ứng với công thức C4H8O2 có bao nhiêu este là đồng phân của nhau ?
A. 2
B. 3
C. 4
D. ",5,D,A,chemistry,Hóa 12
76,"### Câu hỏi: Este có mùi dứa là
A. isoamyl axetat
B. etyl butirat
C. etyl axetat
D. []
","Este có mùi dứa là
A. isoamyl axetat
B. etyl butirat
C. etyl axetat
D. ",geranyl axctat,D,B,chemistry,Hóa 12
77,"### Câu hỏi: Este X có công thức phân tử C8H8O2. Cho X tác dụng với dung dịch NaOH, thu được sản phẩm có hai muối. Số công thức cấu tạo của X thỏa mãn tính chất trên là
A. 6
B. []
C. 4
D. 5
","Este X có công thức phân tử C8H8O2. Cho X tác dụng với dung dịch NaOH, thu được sản phẩm có hai muối. Số công thức cấu tạo của X thỏa mãn tính chất trên là
A. 6
B. ",3,B,C,chemistry,Hóa 12
78,"### Câu hỏi: Đun nóng este HCOOCH3 với một lượng vừa đủ dung dịch NaOH, sản phẩm thu được là
A. []
B. HCOONa và CH3OH
C. HCOONa và C2H5OH
D. CH3COONa và CH3OH
","Đun nóng este HCOOCH3 với một lượng vừa đủ dung dịch NaOH, sản phẩm thu được là
A. ",CH3COONa và C2H5OH,A,B,chemistry,Hóa 12
79,"### Câu hỏi: Thuỷ phân hoàn toàn hai este đơn chức X và Y là đồng phân cấu tạo của nhau cần 100 ml dung dịch NaOH IM, thu được 7,64 gam hỗn hợp 2 muối và 3,76 gam hồn hợp P gồm hai ancol Z và T (MZ < MT). Phần trăm khối lượng của Z trong P là
A. 51%
B. 49%
C. 66%
D. []
","Thuỷ phân hoàn toàn hai este đơn chức X và Y là đồng phân cấu tạo của nhau cần 100 ml dung dịch NaOH IM, thu được 7,64 gam hỗn hợp 2 muối và 3,76 gam hồn hợp P gồm hai ancol Z và T (MZ < MT). Phần trăm khối lượng của Z trong P là
A. 51%
B. 49%
C. 66%
D. ",34%,D,A,chemistry,Hóa 12
80,"### Câu hỏi: Cho một este no, đơn chức, mạch hở X tác dụng hoàn toàn với dung dịch NaOH. Cô cạn dung dịch thu được hỗn họp rắn Y. Nung Y trong không khí thu được 15,9 gam Na2CO3, 2,24 lít CO2 (đktc) và 6,3 gam H2O. Công thức của X là
A. CH3COOH
B. []
C. C3H7COOH
D. C4H9COOH
","Cho một este no, đơn chức, mạch hở X tác dụng hoàn toàn với dung dịch NaOH. Cô cạn dung dịch thu được hỗn họp rắn Y. Nung Y trong không khí thu được 15,9 gam Na2CO3, 2,24 lít CO2 (đktc) và 6,3 gam H2O. Công thức của X là
A. CH3COOH
B. ",C2H5COOH,B,D,chemistry,Hóa 12
81,"### Câu hỏi: Thủy phân este E có công thức phân tử C4H6O2 trong môi trường kiềm (E) + NaOH → muối(M) + chất (N). Cho biết cả M và N đều tham gia phản ứng tráng gương. Công thức đúng của E là
A. CH3COOCH=CH2
B. HCOOCH=CH-CH3
C. []
D. HCOOCH2-CH=CH2
","Thủy phân este E có công thức phân tử C4H6O2 trong môi trường kiềm (E) + NaOH → muối(M) + chất (N). Cho biết cả M và N đều tham gia phản ứng tráng gương. Công thức đúng của E là
A. CH3COOCH=CH2
B. HCOOCH=CH-CH3
C. ",CH2=CH-COOCH3,C,B,chemistry,Hóa 12
82,"### Câu hỏi: Một chất béo là trieste của 1 axit và axit tự do có cùng công thức với axit có trong chất béo. Chỉ số xà phòng hóa của mẫu chất béo là 208,77 và chỉ số axit tự do là 7. Axit chứa trong chất béo là
A. Axit stearic
B. Axit linoleic
C. []
D. Axit panmitic
","Một chất béo là trieste của 1 axit và axit tự do có cùng công thức với axit có trong chất béo. Chỉ số xà phòng hóa của mẫu chất béo là 208,77 và chỉ số axit tự do là 7. Axit chứa trong chất béo là
A. Axit stearic
B. Axit linoleic
C. ",Axit oleic,C,D,chemistry,Hóa 12
83,"### Câu hỏi: Xà phòng hoá chất nào sau đây thu được glixerol ?
A. tristearin
B. metyl axetat
C. []
D. benzyl axeta
","Xà phòng hoá chất nào sau đây thu được glixerol ?
A. tristearin
B. metyl axetat
C. ",metyl fomat,C,A,chemistry,Hóa 12
84,"### Câu hỏi: Triolein không phản ứng với chất nào sau đây ?
A. H2 (có xúc tác)
B. dung dịch NaOH
C. []
D. Cu(OH)2
","Triolein không phản ứng với chất nào sau đây ?
A. H2 (có xúc tác)
B. dung dịch NaOH
C. ",dung dịch Br2,C,D,chemistry,Hóa 12
85,"### Câu hỏi: Xà phòng hoá một hợp chất có công thức phân tử C10H14O6 trong dung dịch NaOH (dư), thu được glixerol và hỗn hợp gồm ba muối (không có đồng phân hình học). Công thức cấu tạo của ba muối là
A. CH2=CH−COONa,CH3−CH2−COONa và HCOONa
B. []
C. CH2=CH−COONa, HCOONa và CH=C-COONa
D. CH3−COONa, HCOONa và CH3−CH=CH−COONa
","Xà phòng hoá một hợp chất có công thức phân tử C10H14O6 trong dung dịch NaOH (dư), thu được glixerol và hỗn hợp gồm ba muối (không có đồng phân hình học). Công thức cấu tạo của ba muối là
A. CH2=CH−COONa,CH3−CH2−COONa và HCOONa
B. ","HCOONa, CH=C-COONa và CH3−CH2−COONa",B,A,chemistry,Hóa 12
86,"### Câu hỏi: Phát biểu nào sau đây là sai?
A. Chất béo thường tan trong nước và nhẹ hơn nước
B. []
C. Metyl acrylat, tripanmitin và tristearin đều là este
D. Thủy phân hoàn toàn chất béo luôn thu được glixerol
","Phát biểu nào sau đây là sai?
A. Chất béo thường tan trong nước và nhẹ hơn nước
B. ",Fructozơ có nhiều trong mật ong,B,A,chemistry,Hóa 12
87,"### Câu hỏi: Đốt cháy hoàn toàn 1 mol chất béo, thu được lượng CO2 và H2O hơn kém nhau 6 mol. Mặt khác, a mol chất béo trên tác dụng tối đa với 600 ml dung dịch $Br_{2} 1M. Giá trị của a là
A. 0,20
B. 0,15
C. []
D. 0,18
","Đốt cháy hoàn toàn 1 mol chất béo, thu được lượng CO2 và H2O hơn kém nhau 6 mol. Mặt khác, a mol chất béo trên tác dụng tối đa với 600 ml dung dịch $Br_{2} 1M. Giá trị của a là
A. 0,20
B. 0,15
C. ","0,3",C,B,chemistry,Hóa 12
88,"### Câu hỏi: Đốt cháy hoàn toàn a mol X (là trieste của glixerol với các axit đơn chức chứa mạch hở), thu được b mol CO2 và c mol H2O (b - c = 4a); Hiđro hoá m gam X cần 6,72 lít H2 (đktc), thu được 39 gam Y (este no). Đun nóng m1 gam M với dung dịch chứa 0,7 mol NaOH, cô cạn dung dịch sau phản ứng, thu được m2 gam chất.rắn. Giá trị của m2 là
A. 57,2
B. 52,6
C. 53,2
D. []
","Đốt cháy hoàn toàn a mol X (là trieste của glixerol với các axit đơn chức chứa mạch hở), thu được b mol CO2 và c mol H2O (b - c = 4a); Hiđro hoá m gam X cần 6,72 lít H2 (đktc), thu được 39 gam Y (este no). Đun nóng m1 gam M với dung dịch chứa 0,7 mol NaOH, cô cạn dung dịch sau phản ứng, thu được m2 gam chất.rắn. Giá trị của m2 là
A. 57,2
B. 52,6
C. 53,2
D. ","42,6",D,B,chemistry,Hóa 12
89,"### Câu hỏi: Chất nào sau đây có phân tử khối lớn nhất ?
A. triolein
B. tripanmitin
C. tristearin
D. []
","Chất nào sau đây có phân tử khối lớn nhất ?
A. triolein
B. tripanmitin
C. tristearin
D. ",trilinolein,D,C,chemistry,Hóa 12
90,"### Câu hỏi: Cho các phát biểu sau
 
 (1) Chất giặt rửa tổng hợp có thể dùng để giặt rửa cả trong nước cứng
 
 (2) Các triglixerit đều có phản ứng cộng hiđro
 
 (3) Phản ứng thuỷ phân chất béo trong môi trường kiềm là phản ứng một chiều
 
 (4) Có thể dùng nước và quỳ tím để phân biệt các chất lỏng Glixerol, axit fomic, trioleatglixerol
 
 Số phát biểu đúng là
A. 1
B. 2
C. 3
D. []
","Cho các phát biểu sau
 
 (1) Chất giặt rửa tổng hợp có thể dùng để giặt rửa cả trong nước cứng
 
 (2) Các triglixerit đều có phản ứng cộng hiđro
 
 (3) Phản ứng thuỷ phân chất béo trong môi trường kiềm là phản ứng một chiều
 
 (4) Có thể dùng nước và quỳ tím để phân biệt các chất lỏng Glixerol, axit fomic, trioleatglixerol
 
 Số phát biểu đúng là
A. 1
B. 2
C. 3
D. ",4,D,C,chemistry,Hóa 12
91,"### Câu hỏi: Chất giặt rửa tổng hợp có ưu điểm
A. []
B. Rẻ tiền hơn xà phòng
C. Có thể dùng để giặt rửa cả trong nước cứng
D. Có khả năng hoà tan tốt trong nước
","Chất giặt rửa tổng hợp có ưu điểm
A. ",Dễ kiếm,A,C,chemistry,Hóa 12
92,"### Câu hỏi: Thuỷ phân este X trong môi trường axit thu được hai chất hữu cơ Y và Z. Oxi I hoá Y tạo ra sản phẩm là Z. Chất X không thể là
A. etyi axetat
B. []
C. vinyl axetat
D. isopropyl propionat
","Thuỷ phân este X trong môi trường axit thu được hai chất hữu cơ Y và Z. Oxi I hoá Y tạo ra sản phẩm là Z. Chất X không thể là
A. etyi axetat
B. ",etylen glicol oxalat,B,D,chemistry,Hóa 12
93,"### Câu hỏi: Chọn khái niệm đúng
A. []
B. Chất giặt rửa là những chất có tác dụng làm sạch các vết bẩn trên bề mặt vật rắn
C. Chất giặt rửa là những chất khi dùng cùng với nước có tác dụng làm sạch các vết bẩn bám trên các vật rắn
D. Chất giặt rửa là những chất khi dùng cùng với nước có tác dụng làm sạch các vết bẩn bám trên các vật rắn mà không gây ra phản ứng hóa học với các chất đó
","Chọn khái niệm đúng
A. ",Chất giặt rửa được sản xuất từ tinh bột,A,D,chemistry,Hóa 12
94,"### Câu hỏi: Đun nóng 4,45 kg chất béo (tristearin ) có chứa 20% tạp chất với dung dịch NaOH. Khối lượng glixerol thu được là bao nhiêu?
A. 0,46
B. []
C. 0,4
D. 0,3
","Đun nóng 4,45 kg chất béo (tristearin ) có chứa 20% tạp chất với dung dịch NaOH. Khối lượng glixerol thu được là bao nhiêu?
A. 0,46
B. ","0,45",B,A,chemistry,Hóa 12
95,"### Câu hỏi: Một loại mỡ chứa 50% olein, 30% panmitin và 20% stearin. Tính khối lượng xà phòng điều chế từ 100kg loại mỡ trên
A. 103,26 kg
B. 73,34 kg
C. []
D. 143,41 kg
","Một loại mỡ chứa 50% olein, 30% panmitin và 20% stearin. Tính khối lượng xà phòng điều chế từ 100kg loại mỡ trên
A. 103,26 kg
B. 73,34 kg
C. ","146,68 kg",C,A,chemistry,Hóa 12
96,"### Câu hỏi: Cho các phát biểu sau
A. 4
B. 3
C. []
D. 1
","Cho các phát biểu sau
A. 4
B. 3
C. ",2,C,B,chemistry,Hóa 12
97,"### Câu hỏi: Nguyên nhân nào làm cho bồ kết có khả năng giặt rửa
A. Vì trong bồ kết có chất khử mạnh
B. []
C. Vì trong bồ kết có những chất oxi hóa mạnh
D. Vì bồ kết có những chất có cấu tạo kiểu đầu phân cực gắn với đuôi không phân cực
","Nguyên nhân nào làm cho bồ kết có khả năng giặt rửa
A. Vì trong bồ kết có chất khử mạnh
B. ",Vì bồ kết có thành phần là este của glixerol,B,D,chemistry,Hóa 12
98,"### Câu hỏi: Đốt cháy hoàn toàn 0,9 gam một loại gluxit X thu được 1,32 gam CO2 và 0,54 gam H2O. X là chất nào trong số các chất sau?
A. glucozơ
B. saccarozơ
C. []
D. xenlulozơ
","Đốt cháy hoàn toàn 0,9 gam một loại gluxit X thu được 1,32 gam CO2 và 0,54 gam H2O. X là chất nào trong số các chất sau?
A. glucozơ
B. saccarozơ
C. ",tinh bột,C,A,chemistry,Hóa 12
99,"### Câu hỏi: Cho 50 ml dung dịch glucozơ chưa rõ nồng độ tác dụng với một lượng dư dung dịch AgNO3/NH3 thu được 2,16 gam bạc kết tủa. Nồng độ mol của dung dịch glucozơ đã dùng là
A. 0,20M
B. 0,01M
C. 0,02M
D. []
","Cho 50 ml dung dịch glucozơ chưa rõ nồng độ tác dụng với một lượng dư dung dịch AgNO3/NH3 thu được 2,16 gam bạc kết tủa. Nồng độ mol của dung dịch glucozơ đã dùng là
A. 0,20M
B. 0,01M
C. 0,02M
D. ","0,1M",D,A,chemistry,Hóa 12
100,"### Câu hỏi: Hiđro hoá hoàn toàn m gam hỗn hợp gồm glucozơ và fructozơ cần phải dùng 4,48lít khí H2 ở đktc. Mặt khác, cũng m gam hỗn hợp này tác dụng vừa hết với 8 gam Br2 trong dung dịch. Số mol của glucozơ và fructozơ trong m gam hỗn hợp này lần lượt là
A. 0,05mol và 0,15mol
B. 0,05mol và 0,35mol
C. []
D. 0,2mol và 0,2mol
","Hiđro hoá hoàn toàn m gam hỗn hợp gồm glucozơ và fructozơ cần phải dùng 4,48lít khí H2 ở đktc. Mặt khác, cũng m gam hỗn hợp này tác dụng vừa hết với 8 gam Br2 trong dung dịch. Số mol của glucozơ và fructozơ trong m gam hỗn hợp này lần lượt là
A. 0,05mol và 0,15mol
B. 0,05mol và 0,35mol
C. ","0,1mol và 0,15mol",C,A,chemistry,Hóa 12
101,"### Câu hỏi: Đun nóng 27 gam glucozơ với AgNO3/NH3 dư. Lọc lấy Ag rồi cho vào dung dịch HNO3 đặc nóng, dư thì sau phản ứng thu được khí NO2 (sản phẩm khử duy nhất) và khối lượng dung dịch axit tăng a gam. Giả sử các phản ứng xảy ra hoàn toàn. Giá trị của a là
A. 18,6
B. 32,4
C. []
D. 9,3
","Đun nóng 27 gam glucozơ với AgNO3/NH3 dư. Lọc lấy Ag rồi cho vào dung dịch HNO3 đặc nóng, dư thì sau phản ứng thu được khí NO2 (sản phẩm khử duy nhất) và khối lượng dung dịch axit tăng a gam. Giả sử các phản ứng xảy ra hoàn toàn. Giá trị của a là
A. 18,6
B. 32,4
C. ","16,2",C,A,chemistry,Hóa 12
102,"### Câu hỏi: Phản ứng nào sau đây không tạo ra glucozơ
A. Lục hợp HCHO xúc tác Ca(OH)2
B. Tam hợp CH3CHO
C. Thủy phân mantozơ
D. []
","Phản ứng nào sau đây không tạo ra glucozơ
A. Lục hợp HCHO xúc tác Ca(OH)2
B. Tam hợp CH3CHO
C. Thủy phân mantozơ
D. ",Thủy phân saccarozơ,D,B,chemistry,Hóa 12
103,"### Câu hỏi: Lượng glucozơ cần dùng để tạo ra 1,82 gam sobitol vói hiệu suất 80% là
A. 2,25 gam
B. []
C. 1,82 gam
D. 1,44 gam
","Lượng glucozơ cần dùng để tạo ra 1,82 gam sobitol vói hiệu suất 80% là
A. 2,25 gam
B. ","1,80 gam",B,A,chemistry,Hóa 12
