Question,A,B,C,D,Answer,subject
"Trong giờ chào cờ, bạn Q liên tục ngồi nói chuyện, nói tục và chửi bậy các bạn trong lớp. Thầy giáo P đã phát hiện bạn Q nói chuyện trong giờ chào cờ nên đề nghị bạn Q lên đứng trước cờ. Tuy nhiên bạn Q đứng trước cờ nhưng vẫn cười đùa, trêu trọc các bạn ngồi dưới. Điều đó cho thấy Q là người như thế nào?",Q là người vô duyên.,Q là người vô cảm.,Q là người không trung thực.,Q là người không có lòng tự trọng.,D,civic_education
"Gia đình bạn H là gia đình nghèo, bố bạn bị bệnh hiểm nghèo. Nhà trường miễn học phí cho bạn, lớp tổ chức đi thăm hỏi, động viên ban. Hành động đó thể hiện điều gì?",Lòng yêu thương mọi người.,Tinh thần đoàn kết.,Tinh thần yêu nước.,Lòng trung thành.,A,civic_education
Yêu cầu của làm việc có kế hoạch,Cân đối các nhiệm vụ,Thời gian hợp lý,Đảm bảo thời gian nghĩ ngơi và học tập,"A, B, C",D,civic_education
Em thử dự đoán xem với cách làm việc theo kế hoạch thì sẽ đem lại kết quả gì?,"Hoàn thành công việc đến nơi đến chốn và có hiệu quả, không bỏ sót công việc",Chủ động thời gian làm việc,Nề nếp,"A, B, C",D,civic_education
Nhờ đâu mà Bác Hồ biết được nhiều thứ tiếng ?,Sống và làm việc có kế hoạch.,"Siêng năng, cần cù.",Tiết kiệm.,"Cả A, B, C",D,civic_education
Thế nào là sống và làm việc có kế hoạch,Xác định nhiệm vụ,Sắp xếp công việc,"A, B đúng","A, B sai",C,civic_education
Con dại cái mang muốn nói đến trách nhiệm của ai đối với trẻ em,Gia đình,Nhà trường,Xã hội,Nhà nước,A,civic_education
Quyền được bảo vệ trẻ em không bao gồm những quyền nào sau đây?,"Quyền được bảo vệ tính mạng, thân thể",Quyền được khai sinh có quốc tịch,Quyền được học tập dạy dỗ,Quyền được bảo vệ danh dự nhân phẩm,C,civic_education
Các loại luật liên quan đến quyền trẻ em là?,Hiến pháp.,"Luật bảo vệ, chăm sóc và giáo dục trẻ em.",Luật hôn nhân và gia đình.,"Cả A, B, C.",D,civic_education
Các loại luật liên quan đến quyền trẻ em là?,Hiến pháp.,"Luật bảo vệ, chăm sóc và giáo dục trẻ em.",Luật hôn nhân và gia đình.,"Cả A, B, C.",D,civic_education
Luật bảo vệ môi trường được Nhà nước ta ban hành lần đầu tiên vào,Tháng 8 - 1991.,Tháng 1 - 1994.,Tháng 12 - 2003.,Tháng 4 - 2007.,C,civic_education
Ngày môi trường thế giới là?,5/6.,5/7.,5/8.,5/9.,A,civic_education
Nhận định đúng nhất về tài nguyên rừng của nước ta hiện nay là,Tài nguyên rừng đang tiếp tục bị suy giảm cả về số lượng lẫn chất lượng.,Dù tổng diện tích rừng đang được phục hồi nhưng chất lượng vẫn tiếp tục suy giảm.,Tài nguyên rừng của nước ta đang được phục hồi cả về số lượng lẫn chất lượng.,Chất lượng rừng đã được phục hồi nhưng diện tích rừng đang giảm sút nhanh,B,civic_education
Yếu tố nào sau đây không phải là tài nguyên thiên nhiên?,Dung dịch HCl được điều chế trong phòng thí nghiệm.,Rừng.,San hô.,Cá voi.,A,civic_education
Đối với đất ở miền núi phải bảo vệ bằng cách :,"Đẩy mạnh du canh, bảo vệ vốn rừng.","Nâng cao hiệu quả sử dụng, có chế độ canh tác hợp lí.","Tăng cường bón phân, cải tạo thích hợp theo từng loại đất.","Áp dụng tổng thể các biện pháp thuỷ lợi, canh tác nông - lâm.",D,civic_education
"Những sản phẩm tinh thần có giá trị lịch sử, văn hóa, khoa học được gọi là:",di tích lịch sử - văn hóa,di sản văn hóa vật thể,di sản văn hóa phi vật thể,danh lam thắng cảnh,C,civic_education
"Hát xoan, hát quan họ thuộc loại di sản văn hóa nào ?",Di sản văn hóa vật thể.,Di sản văn hóa phi vật thể.,Di tích lịch sử.,Danh lam thắng cảnh.,B,civic_education
Di sản văn hóa vật thể và phi vật thể hay còn được gọi là?,Di sản văn hóa vật chất và tinh thần.,Di sản văn hóa vô hình và hữu hình.,Di sản văn hóa trừu tượng và phi trừu tượng.,Di sản văn hóa đếm được và không đếm được.,A,civic_education
Hành vi nào thể hiện tín ngưỡng:,Không ăn trứng trước khi đi thi,Thắp hương trước lúc đi xa,Xem bói để biết trước tương lai,Yểm bùa,B,civic_education
"Thờ đức chúa, không thắp hương mà đi nghe giảng kinh đạo thuộc đạo nào?",Đạo Tin lành.,Đạo Thiên Chúa.,Đạo Phật.,Đạo Hòa Hảo.,B,civic_education
Thắp hương thờ cúng tổ tiên được gọi là?,Tôn giáo.,Tín ngưỡng.,Mê tín dị đoan.,Truyền giáo.,B,civic_education
"Để tự chăm sóc, rèn luyện thân thể ta phải làm gì?",Xem ti vi thường xuyên,Thường xuyên đi kiểm tra sức khỏe,Vì sợ muộn học nên Hùng ăn cơm vội vàng,hằng ngày không vệ sinh cá nhân,B,civic_education
Ý nào không đúng với việc tự chăm sóc sức khỏe?,Ăn uống điều độ đủ chất dinh dưỡng,Hằng ngày luyện tập thể dục thể thao,"Không cần chăm sóc sức khỏe, bị bệnh đi tới bác sĩ uống thuốc sẽ khỏi",Phòng bệnh hơn chữa bệnh,C,civic_education
Sức khỏe có ý nghĩa ?,Sức khoẻ là vốn quý của con người.,"Sức khoẻ tốt giúp chúng ta học tập, lao động có hiệu quả, có cuộc sống lạc quan, vui tươi hạnh phúc.","Sức khỏe giúp chúng ta lạc quan, vui tươi hạnh phúc.",Cả A và B.,D,civic_education
 Kiên trì là :,Miệt mài làm việc.,Thường xuyên làm việc.,Quyết tâm làm đến cùng.,Tự giác làm việc.,C,civic_education
Câu tục ngữ : Có công mài sắt có ngày nên kim nói về ?,Đức tính khiêm nhường.,Đức tính tiết kiệm.,Đức tính trung thực.,Đức tính siêng năng.,D,civic_education
"Câu thành ngữ, tục ngữ nói về tiết kiệm là :",Tích tiểu thành đại.,"Học, học nữa, học mãi.",Có công mài sắt có ngày nên kim.,Đi một ngày đàng học một sàng khôn.,A,civic_education
Lễ độ là ?,Chỉ chào hỏi người lớn tuổi.,Biết cách cư xử đúng mực.,Cãi nhau với bạn bè.,Nói trống không.,B,civic_education
Thành ngữ nói về lễ độ là ?,Có công mài sắt có ngày nên kim.,Đi thưa về gửi.,Vắt cổ chày ra nước.,Góp gió thành bão.,B,civic_education
Hành động nào sau đây là tôn trọng kỷ luật ?,Đi đúng phần đường dành cho người đi bộ.,Vứt rác đúng nơi quy định.,Giữ gìn vệ sinh lớp học.,"Cả A,B,C.",D,civic_education
Hành động nào sau đây là không tôn trọng kỷ luật ?,Dùng điện thoại trong giờ học.,Đi học đúng giờ.,Làm bài tập về nhà trước khi đến lớp.,Mặc đồng phục trường.,A,civic_education
"Biết ơn là...tình cảm và những việc làm đền ơn đáp nghĩa đối với những người đã giúp đỡ mình, những người có công với dân tộc, đất nước. Điền vào dấu “…” đó là ?",sự bày tỏ lòng thành kính.,sự bày tỏ lòng biết ơn.,sự bày tỏ thái độ trân trọng.,sự bày tỏ tình yêu.,C,civic_education
"Câu ca dao, tục ngữ nào nói về sự biết ơn?",Uống nước nhớ nguồn.,Ăn quả nhớ kẻ trồng cây.,Tôn sư trọng đạo.,"Cả A, B, C.",D,civic_education
Câu tục ngữ: “Vong ơn bội nghĩa” nói về ?,Sự vô ơn.,Sự trung thành.,Sự đoàn kết.,Sự biết ơn.,A,civic_education
Hành động nào là hành động phá hoại thiên nhiên ?,Khai thác gỗ bừa bãi.,Trồng cây gây rừng.,Bảo vệ rừng đầu nguồn.,Thả các loại động vật quý hiếm về rừng.,A,civic_education
Trách nhiệm của con người đối với thiên nhiên là gì?,"Con người cần giữ gìn, bảo vệ thiên nhiên",Khai thác thiên nhiên,Phá hoại thiên nhiên,Làm ô nhiễm môi trường thiên nhiên,A,civic_education
"Câu nói: Rừng vàng, biển bạc, đất phì nhiêu lần lượt nói đến các yếu tố nào cuả thiên nhiên ?","Rừng, không khí, đất.","Rừng, biển, đất.","Rừng, sông, đất.","Rừng, bầu trời, đất.",B,civic_education
Biểu hiện của không sống chan hòa với mọi người là ?,Không chơi với người nghèo.,Không tham gia các hoạt động do nhà trường phát động.,Không góp ý cho ai cả vì sợ mất lòng.,"Cả A, B, C.",D,civic_education
Sống chan hòa có ý nghĩa gì?,Được mọi người quý mến và giúp đỡ,Xây dựng mối quan hệ xã hội tốt đẹp.,Để lợi dụng được lòng tốt của mọi người,Cả A và B đều đúng,D,civic_education
Công ước Liên hợp quốc về quyền trẻ em ra đời năm nào?,1989,1998,1986,1987,A,civic_education
"Việt Nam ban hành luật bảo vệ, chăm sóc, giáo dục trẻ em năm nào:",1989,1990,1991,1992,C,civic_education
Quyền cơ bản của trẻ em bao gồm các nhóm quyền nào?,"Nhóm quyền: sống còn, bảo vệ, phát triển và tham gia.","Nhóm quyền : sống còn, học tập, phát triển và vui chơi.","Nhóm quyền : sống còn, bảo vệ, vui chơi và phát triển.","Nhóm quyền : sống còn, vui chơi, giải trí và phát triển.",A,civic_education
Luật Quốc tịch Việt Nam được ban hành vào năm nào?,1985,1986,1987,1988,D,civic_education
"Điều 19, Luật Quốc tịch 2008 quy định những người nhập quốc tịch Việt Nam thì phải thôi quốc tịch nước ngoài trừ trường hợp nào?",Chủ tịch nước cho phép.,Có lợi cho nhà nước CHXHCN Việt Nam.,Có công lao đặc biệt cho sự nghiệp xây dựng và bảo vệ Tổ quốc.,"Cả A, B, C.",D,civic_education
Trường hợp nào là công dân nước CHXHCN Việt Nam ?,Trẻ em mồ côi cha mẹ.,"Mẹ là người Việt Nam, bố là người nước ngoài.","Mẹ là người nước ngoài, bố là người Việt Nam.","Cả A, B, C.",D,civic_education
"Khái niệm ""đường bộ"" được hiểu như thế nào là đúng?","đường, cầu đường bộ","Hầm dường bộ, bến phà đường bộ","Đường, cầu dường bộ, bến phà đường bộ và các công trình khác",Cả A và B đều đúng,C,civic_education
Biển báo cấm có dạng:,"hình tam giác đều, viền đỏ, nền vàng","hình tròn, viền đỏ, nền trắng, hình vẽ màu đen","hình tròn, viền đỏ, nền trắng, hình vẽ màu vàng","hình vuông hoặc hình chữ nhật, viền đen, nền trắng",B,civic_education
"Hình tròn, nền màu xanh lam, trên nền có hình vẽ màu trắng thuộc loại biển báo nào ?",Biển báo cấm.,Biển báo nguy hiểm.,Biển hiệu lệnh.,Biển chỉ dẫn.,C,civic_education
Văn bản quy phạm pháp luật nào quy định cụ thể về quyền học tập?,Luật giáo dục và đào tạo.,Luật trẻ em.,Luật giáo dục nghề nghiệp.,Luật giáo dục.,D,civic_education
Quyền học tập của công dân được thể hiện:,Mọi công dân được bình đẳng về cơ hội học tập,Mỗi người chỉ được học một ngành nghề mà mình chọn,Người già không được đi học,"Có thể trốn học, bỏ học nếu mình không thích",A,civic_education
"Trong cuộc sống chúng ta phải biết ....... tính mạng, thân thể, sức khỏe, nhân phẩm và danh dự của người khác. Đồng thời phải biết bảo vệ quyền lợi của mình. Điền vào ....",Tìm hiểu,Yêu thương,Bảo vệ,Tôn trọng,D,civic_education
"Quyền được pháp luật bảo hộ về tính mạng, sức khỏe, danh dự và nhân phẩm của công dân được ghi nhận tại điều nào trong Hiến pháp năm 2013?",Điều 20.,Điều 21.,Điều 22.,Điều 23.,A,civic_education
"Không ai được tự ý vào chỗ ở của người khác nếu không được người đó đồng ý, trừ trường hợp ..... cho phép. Điền vào ....",Cảnh sát,Công an,Tòa án,Pháp luật,D,civic_education
Quyền xâm phạm vào chỗ ở là một trong những quyền .... của công dân được quy định trong Hiến Pháp của nước ta. Điền vào ....,Thực chất,Bản chất,Cơ bản,Cơ sở,C,civic_education
