predict,label,score,model
Sự xung đột giữa các mặt đối lập,Sự tồn tại giữa các mặt đối lập,0.75,gemma2_9b_logging_file_domain
Sự tổng hợp giữa các mặt đối lập,Sự điều hòa giữa các mặt đối lập,0.75,gemma2_9b_logging_file_domain
tồn tại và phát triển song song với nhau,Thống nhất biện chứng với nhau,0.26666666666666666,gemma2_9b_logging_file_domain
Một sự trái ngược,Một tập hợp,0.28571428571428575,gemma2_9b_logging_file_domain
Mâu thuẫn chỉ tồn tại trong tư tưởng con người,Mâu thuẫn chỉ được giải quyết bằng sự đấu tranh giữa các mặt đối lập,0.24,gemma2_9b_logging_file_domain
Con người luôn khao khát hạnh phúc nhưng lại thường xuyên mắc phải lỗi lầm,Hai gia đình hàng xóm tranh chấp đất đai,0.0,gemma2_9b_logging_file_domain
"Sự phát triển và thay đổi của sự vật, hiện tượng","Sự vật, hiện tượng bị tiêu vong",0.4444444444444444,gemma2_9b_logging_file_domain
có sự mâu thuẫn trong thực tế và lý thuyết,Có nhiều mặt đối lập trong một sự vật,0.2105263157894737,gemma2_9b_logging_file_domain
Điểm pha chuyển,Độ,0.0,gemma2_9b_logging_file_domain
Sự vật cũ kết thúc và sự vật mới bắt đầu,Lượng mới ra đời,0.13333333333333333,gemma2_9b_logging_file_domain
Sự vật chuyển sang trạng thái mới,Lượng mới hình thành,0.18181818181818182,gemma2_9b_logging_file_domain
Lượng biến đổi vượt quá giới hạn cho phép,Tăng lượng liên tục,0.15384615384615383,gemma2_9b_logging_file_domain
Xã hội,Lãnh đạo,0.0,gemma2_9b_logging_file_domain
Là bổn phận của công dân đối với xã hội và nhà nước,Tôn trọng pháp luật,0.0,gemma2_9b_logging_file_domain
tìm sự cân bằng giữa lợi ích cá nhân và lợi ích xã hội,Đặt nhu cầu của cá nhân lên trên,0.18181818181818182,gemma2_9b_logging_file_domain
Tuân thủ pháp luật là nghĩa vụ của mọi công dân,Học tốt là nghĩa vụ của học sinh,0.4210526315789474,gemma2_9b_logging_file_domain
Trốn tránh việc học tập và lao động,Không ngừng học tập để nâng cao trình độ,0.23529411764705882,gemma2_9b_logging_file_domain
Tự điều chỉnh đạo đức,Danh dự,0.0,gemma2_9b_logging_file_domain
"Tránh làm điều ác, giúp đỡ người khó khăn",Tạo ra nhiều công việc cho mọi người,0.11764705882352941,gemma2_9b_logging_file_domain
Trộm cắp tài sản của người khác,Xả rác không đúng nơi quy định,0.0,gemma2_9b_logging_file_domain
Hối hận,Thoải mái,0.0,gemma2_9b_logging_file_domain
[Trốn tránh trách nhiệm khi gây ra tai nạn giao thông],Vui vẻ khi lấy cắp tài sản nhà nước,0.09999999999999999,gemma2_9b_logging_file_domain
Hòa tâm khi nhận lỗi và sửa chữa sai lầm,Chào hỏi người lớn tuổi,0.0,gemma2_9b_logging_file_domain
Chọn người bạn đời dựa trên tình yêu và sự đồng thuận,Kết hôn ở độ tuổi mình thích,0.0,gemma2_9b_logging_file_domain
Tôn trọng và bình đẳng giữa vợ chồng,Báo cáo họ hàng hai bên,0.0,gemma2_9b_logging_file_domain
Hôn nhân phải là sự lựa chọn tự nguyện của hai người,Hôn nhân phải dựa vào lợi ích kinh tế,0.28571428571428575,gemma2_9b_logging_file_domain
Chọn bạn đời,Chia con cái,0.0,gemma2_9b_logging_file_domain
tự nguyện,Ép buộc và dựa trên lợi ích kinh tế,0.0,gemma2_9b_logging_file_domain
Sự tôn trọng lẫn nhau,Bình đẳng trong xã hội,0.0,gemma2_9b_logging_file_domain
Hội tộc,Dòng họ,0.0,gemma2_9b_logging_file_domain
tự nguyện kết hôn,Gia đình đồng ý,0.0,gemma2_9b_logging_file_domain
Tăng trưởng kinh tế cho quốc gia,"Nuôi dưỡng, giáo dục con cái",0.0,gemma2_9b_logging_file_domain
Tình yêu thương và sự quan tâm,Cha mẹ và con đẻ,0.16666666666666666,gemma2_9b_logging_file_domain
Của xã hội,Của Nhà nước,0.3333333333333333,gemma2_9b_logging_file_domain
Của pháp luật,Của đất nước,0.3333333333333333,gemma2_9b_logging_file_domain
Tích cực tham gia vào các hoạt động cộng đồng,Sống vô tư trong cộng đồng,0.25,gemma2_9b_logging_file_domain
một cách công bằng,Theo tình cảm,0.0,gemma2_9b_logging_file_domain
người với người,Quan hệ giữa các địa phương,0.0,gemma2_9b_logging_file_domain
có ý nghĩa hơn,Tự do hơn,0.28571428571428575,gemma2_9b_logging_file_domain
thể hiện,Ủng hộ,0.0,gemma2_9b_logging_file_domain
Lấy lòng người khác để được lợi ích,Nhường nhịn người khác,0.3333333333333333,gemma2_9b_logging_file_domain
"Giúp đỡ người nghèo khó, người gặp hoàn cảnh khó khăn",Yêu thương mọi người như nhau,0.11764705882352942,gemma2_9b_logging_file_domain
Tình thương,Chu đáo,0.0,gemma2_9b_logging_file_domain
Tôn trọng lịch sử và truyền thống dân tộc,Nhân đạo,0.0,gemma2_9b_logging_file_domain
Tôn quốc,Biết ơn,0.0,gemma2_9b_logging_file_domain
Người dân tộc Kinh và người dân tộc Tày cùng nhau tổ chức lễ hội truyền thống,Một nhóm thanh niên trong bản cùng nhau đánh người thuộc dân tộc khác,0.1935483870967742,gemma2_9b_logging_file_domain
Xã A và xã B cùng nhau tổ chức hội chợ thương mại để phát triển kinh tế chung,Chính quyền xã A và xã B cùng bàn với nhau về việc cô lập xã C,0.3888888888888889,gemma2_9b_logging_file_domain
"Hà nên nhớ rằng học giỏi là một điều tuyệt vời, nhưng bạn bè và sự hợp tác cũng rất quan trọng trong cuộc sống.",Cần học nhóm nhưng không cần hợp tác,0.24242424242424243,gemma2_9b_logging_file_domain
Tích cực tham gia các hoạt động xã hội,Tự giác,0.0,gemma2_9b_logging_file_domain
Sông Hồng,Sông Kỳ Cùng.,0.4,gemma2_9b_logging_file_domain
Sông Mekong và sông Hồng,Sông Hồng và sông Mã.,0.6,gemma2_9b_logging_file_domain
Hồ Sông Tranh,Hòa Bình.,0.0,gemma2_9b_logging_file_domain
4 đai khí hậu,4 đai khí hậu.,1.0,gemma2_9b_logging_file_domain
Đông Nam Bộ,Nam Trung Bộ.,0.6666666666666666,gemma2_9b_logging_file_domain
Đồng bằng sông Cửu Long,Đồng bằng Thanh - Nghệ - Tĩnh.,0.4000000000000001,gemma2_9b_logging_file_domain
Tây Bắc - Đông Nam,Bắc - Nam.,0.6666666666666666,gemma2_9b_logging_file_domain
2,2,1.0,gemma2_9b_logging_file_domain
Mi-an-ma,Trung Quốc.,0.0,gemma2_9b_logging_file_domain
29,29 tỉnh/ thành phố.,0.4,gemma2_9b_logging_file_domain
Campuchia,Cam-pu-chia.,1.0,gemma2_9b_logging_file_domain
1986,1987,0.0,gemma2_9b_logging_file_domain
Vùng đất liền,Phần đất liền,0.6666666666666666,gemma2_9b_logging_file_domain
"Tham gia các hoạt động địa lí như du lịch, khám phá, nghiên cứu...","Tham quan, du lịch.",0.3333333333333333,gemma2_9b_logging_file_domain
331.212 km²,$330.221 km^2$,0.0,gemma2_9b_logging_file_domain
Hà Giang,Cà Mau,0.0,gemma2_9b_logging_file_domain
"Nằm trong vùng nội chí tuyến, tiếp giáp với biển Đông",Nằm trong vùng nội chí tuyến.,0.7058823529411764,gemma2_9b_logging_file_domain
Có độ mặn cao,Đứng thứ 3 trong các biển thuộc Thái Bình Dương.,0.0,gemma2_9b_logging_file_domain
Đông Nam,Biển Xu-Lu,0.0,gemma2_9b_logging_file_domain
"Mùa hạ nóng, mùa đông mát hơn đất liền, biên độ nhiệt nhỏ.","Mùa hạ nóng, mùa đông lạnh hơn đất liền, biên độ nhiệt lớn.",0.8461538461538461,gemma2_9b_logging_file_domain
"Giai đoạn Nguyên sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.","Giai đoạn cổ sinh, giai đoạn Trung sinh, giai đoạn Tân sinh.",0.9166666666666666,gemma2_9b_logging_file_domain
"Đông Bắc, Nam Trung Bộ, Tây Nguyên","Việt Bắc, Hoàng Liên Sơn.",0.16666666666666666,gemma2_9b_logging_file_domain
50 triệu năm,15 triệu năm,0.6666666666666666,gemma2_9b_logging_file_domain
Giai đoạn ,Giai đoạn Tân kiến tạo,0.5714285714285715,gemma2_9b_logging_file_domain
Tân kiến tạo,Giai đoạn Tiền Cambri,0.0,gemma2_9b_logging_file_domain
hơn 100 loại,50 loại,0.4,gemma2_9b_logging_file_domain
"Việt Nam có trữ lượng khoáng sản phong phú và đa dạng, bao gồm cả khoáng sản có trữ lượng lớn và vừa và nhỏ.",Tài nguyên khoáng sản nước ta phân bố rộng khắp trên cả nước.,0.15789473684210525,gemma2_9b_logging_file_domain
Rắn,Rắn,1.0,gemma2_9b_logging_file_domain
Vừa và nhỏ,Nhỏ,0.5,gemma2_9b_logging_file_domain
"Bôxit, apatit, đá vôi, mỏ sắt.","Than, dầu mỏ, khí đốt.",0.1818181818181818,gemma2_9b_logging_file_domain
Khai thác khoáng sản không ảnh hưởng đến môi trường.,"Một số khoáng sản có nguy cơ cạn kiệt,",0.2105263157894737,gemma2_9b_logging_file_domain
Đồng bằng sông Hồng,Đồng bằng sông Hồng.,1.0,gemma2_9b_logging_file_domain
Tây Bắc - Đông Nam,Đông Bắc – Tây Nam,0.4444444444444445,gemma2_9b_logging_file_domain
Có số kinh tuyến từ 0° đến 180° về phía tây của kinh tuyến gốc.,Là kinh tuyến nằm bên phải của kinh tuyến gốc.,0.48,gemma2_9b_logging_file_domain
Kinh tuyến 0 độ,Kinh tuyến Đông.,0.5714285714285715,gemma2_9b_logging_file_domain
Vị trí thứ 3,Vị trí thứ 7,0.75,gemma2_9b_logging_file_domain
Bản đồ có tỉ lệ 1: 1.000,Bản đồ có tỉ lệ 1: 150.000,0.8571428571428571,gemma2_9b_logging_file_domain
1200km,16km,0.0,gemma2_9b_logging_file_domain
1:7000,1:500.000,0.0,gemma2_9b_logging_file_domain
hình biểu diễn thu nhỏ và tượng trưng cho một khu vực hoặc toàn bộ bề mặt Trái Đất,Hình vẽ của một quốc gia được thu nhỏ lại,0.20689655172413793,gemma2_9b_logging_file_domain
tọa độ kinh độ và vĩ độ của điểm đó,Vĩ độ tại đường vĩ tuyến gốc,0.23529411764705882,gemma2_9b_logging_file_domain
Nam,Tây,0.0,gemma2_9b_logging_file_domain
Tây Bắc,Tây Nam của châu Á,0.28571428571428575,gemma2_9b_logging_file_domain
Bằng tọa độ kinh độ và vĩ độ,Theo hướng mũi tên trên bản đồ.,0.0,gemma2_9b_logging_file_domain
Tây Bắc,Bắc Tây,0.5,gemma2_9b_logging_file_domain
Càng cao,Càng thấp,0.5,gemma2_9b_logging_file_domain
Quan sát chung bản đồ,Xem tỉ lệ,0.0,gemma2_9b_logging_file_domain
2,2,1.0,gemma2_9b_logging_file_domain
Đậm đặc,Tập trung tại một chỗ,0.0,gemma2_9b_logging_file_domain
Hình học,Hình học,1.0,gemma2_9b_logging_file_domain
Trái đất quay quanh trục của nó,Trái đất quay từ Đông sang Tây,0.42857142857142855,gemma2_9b_logging_file_domain
Bắc,Giữ nguyên hướng không đổi,0.0,gemma2_9b_logging_file_domain
Độ dài ngày đêm thay đổi,Ngày đêm nối tiếp nhau.,0.3636363636363636,gemma2_9b_logging_file_domain
Năng lượng,Kim loại đen,0.0,gemma2_9b_logging_file_domain
"Nguồn tài nguyên thiên nhiên có giá trị kinh tế, được hình thành trong tự nhiên và có thể khai thác để sử dụng.",Các loại đá do nhiều loại khoáng vật khác nhau kết hợp lại.,0.0,gemma2_9b_logging_file_domain
7 nhóm,2 nhóm,0.5,gemma2_9b_logging_file_domain
"Đồng, chì, sắt, vàng, niken","Apatit, dầu lửa",0.0,gemma2_9b_logging_file_domain
Khí nitơ,Khí cacbonic,0.5,gemma2_9b_logging_file_domain
5 tầng,5 tầng,1.0,gemma2_9b_logging_file_domain
"6 giờ, 12 giờ, 18 giờ","6 giờ, 14 giờ, 22 giờ",0.6666666666666666,gemma2_9b_logging_file_domain
"Trong bóng râm, cách mặt đất 2m","Ngoài trời, sát mặt đất",0.3333333333333333,gemma2_9b_logging_file_domain
Do nước có khả năng hấp thụ và tỏa nhiệt chậm hơn đất.,"Do mùa hạ, miền gần biển có ngày dài hơn đêm, mùa đông ngày ngắn hơn đêm.",0.20000000000000004,gemma2_9b_logging_file_domain
vùng ôn đới,Vùng cực Bắc và cực Nam,0.2222222222222222,gemma2_9b_logging_file_domain
3 đai áp cao và 4 đai áp thấp,3 đai áp cao và 4 đai áp thấp,1.0,gemma2_9b_logging_file_domain
Gió Mậu dịch,Gió mùa đông Bắc.,0.28571428571428575,gemma2_9b_logging_file_domain
Vĩ độ 30 độ Tây lên khoảng vĩ độ 60 độ Tây,Cả A và B đều đúng.,0.0,gemma2_9b_logging_file_domain
Tổng số lượng mưa trong 12 tháng,Tổng lượng mưa của các tháng trong mùa mưa,0.5,gemma2_9b_logging_file_domain
"9,4 g/m³",$2 g/cm^{3}$,0.0,gemma2_9b_logging_file_domain
Sự bay hơi từ mặt đất và các nguồn nước,sinh vật.,0.0,gemma2_9b_logging_file_domain
Đồng cỏ và sa mạc,Rừng nhiệt đới khô,0.0,gemma2_9b_logging_file_domain
Mông Cổ,I-ran,0.0,gemma2_9b_logging_file_domain
Sự bùng phát của các cuộc khủng hoảng kinh tế toàn cầu,Tình hình chính trị không ổn định.,0.0,gemma2_9b_logging_file_domain
Vùng đất Lưỡng Hà,Đồng bằng Lưỡng Hà,0.5,gemma2_9b_logging_file_domain
các bang vùng phía Nam và ven Thái Bình Dương,các bang ven Thái Bình Dương đến các bang vùng Đông Bắc,0.5454545454545454,gemma2_9b_logging_file_domain
Sự đầu tư nước ngoài không hiệu quả,Sự thống trị nhiều thế kỉ của chủ nghĩa thực dân,0.10526315789473685,gemma2_9b_logging_file_domain
Công nghiệp sản xuất máy móc và thiết bị,Công nghiệp khai khoáng,0.30769230769230765,gemma2_9b_logging_file_domain
An ninh và quốc phòng,"An ninh, đối ngoại",0.4444444444444445,gemma2_9b_logging_file_domain
GDP thấp hơn,Dân số thấp hơn,0.5714285714285715,gemma2_9b_logging_file_domain
Tăng cường phụ thuộc vào các nước phát triển.,Thực hiện công nghiệp hóa đất nước.,0.125,gemma2_9b_logging_file_domain
"Có khí hậu ôn hòa, mưa đều quanh năm.",Từng có “con đường tơ lụa” đi qua nên tiếp thu được nhiều giá trị văn hóa của cả phương Đông và phương Tây.,0.06060606060606061,gemma2_9b_logging_file_domain
"Dầu mỏ, khí đốt ở vùng duyên hải phía nam, than đá ở miền Tây.",Kim loại màu tập trung chủ yếu ở hệ thống núi A-pa-lat.,0.07407407407407407,gemma2_9b_logging_file_domain
Thứ nhất trong khu vực Bắc Mỹ,Thứ tư thế giới,0.18181818181818182,gemma2_9b_logging_file_domain
"Hơn châu Phi, châu Âu, hơn châu Á","Hơn châu Âu, châu Phi, kém châu Á",0.625,gemma2_9b_logging_file_domain
Đông Nam,Đông Nam,1.0,gemma2_9b_logging_file_domain
Sự ra đời của Liên minh châu Âu (EU),Nâng cao sức cạnh tranh của thị trường chung châu Âu trên thị trường thế giới.,0.24000000000000005,gemma2_9b_logging_file_domain
EU có chính sách đối ngoại thống nhất và đồng bộ,EU là tổ chức thương mại hàng đầu thế giới,0.09523809523809525,gemma2_9b_logging_file_domain
EU là thị trường tiêu thụ lớn nhất thế giới và là trung tâm thương mại quan trọng.,Giá trị FDI của EU đầu tư ra nước ngoài và FDI đầu tư vào EU chỉ đứng sau Hoa Kì và trên Nhật Bản.,0.09302325581395349,gemma2_9b_logging_file_domain
